Cena,Kaucja,Powierzchnia,Liczba pokoi,Rodzaj zabudowy,Piętro,Okna,Ogrzewanie,Stan wykończenia,φ,λ,Czynsz - dodatkowo,Liczba pięter,Materiał budynku,Rok budowy
5500,,80,3,kamienica,5,plastikowe,,,52.238198,21.02141,,6,,1821
6500,,105.22,4,apartamentowiec,2,,,,52.24159,21.02548,,6,,2004
4500,,126,4,,parter,,,,52.22241,21.00432,,5,,
3500,3500,60,3,kamienica,3,plastikowe,miejskie,do zamieszkania,52.24474470567333,20.997855456652832,550,3,cegła,1955
7500,7500,103,4,apartamentowiec,1,,,do zamieszkania,52.1764506,20.9935391,,6,,2017
2500,2800,40,2,blok,> 10,plastikowe,miejskie,do zamieszkania,52.2346688,20.9907818,300,15,beton,1972
2000,2000,28,1,blok,4,,,do zamieszkania,52.2336971,20.9940979,,15,,
4500,,126,4,kamienica,parter,,miejskie,do zamieszkania,52.22241,21.00432,,5,,
2950,,48.75,2,apartamentowiec,5,,miejskie,do zamieszkania,52.2499323,21.061781,,8,cegła,2016
2420,,54,2,apartamentowiec,5,,miejskie,do zamieszkania,52.1788473,21.0277414,,8,pustak,2017
2500,,47.6,2,apartamentowiec,7,,miejskie,do zamieszkania,52.19891825,20.96500632,,7,pustak,2008
3300,,57.4,2,apartamentowiec,3,,miejskie,do zamieszkania,52.187618,21.057781,,6,,2016
4900,,96,3,,6,,,do zamieszkania,52.22579625,21.03815578,,7,,2002
2500,,46,2,blok,2,,,do zamieszkania,52.18316835,21.05101473,,4,,1970
3200,,51,2,,1,,,do zamieszkania,52.2255444,21.0066896,,4,cegła,1960
2600,2400,55,2,blok,3,plastikowe,miejskie,,52.2588547,21.058069400000022,,,,2006
2700,2700,38,2,blok,1,,,do zamieszkania,52.2498873,21.0373112,,3,,
1900,1900,30,1,kamienica,1,plastikowe,miejskie,do zamieszkania,52.23983413158072,21.060338576983426,,5,cegła,1950
2700,2700,53,2,blok,parter,plastikowe,miejskie,do zamieszkania,,,1,4,cegła,1955
4400,4400,90,3,kamienica,3,,miejskie,,52.2696502,20.9792471,,4,,1913
2200,,57,3,blok,2,plastikowe,miejskie,do zamieszkania,,,,2,,2010
1800,,60,2,dom wolnostojący,parter,,inne,,52.28523,21.07667,,,cegła,1995
3500,,58.7,2,apartamentowiec,2,,miejskie,,52.23125,20.98995,,8,inne,2010
2000,,50,2,blok,1,plastikowe,miejskie,do zamieszkania,52.195069,20.9048204,,5,cegła,2009
2500,2500,53,2,blok,2,plastikowe,gazowe,do zamieszkania,52.2369717,21.0936932,1,2,cegła,1990
22000,,133,3,blok,> 10,,miejskie,,52.23113,21.00247,,54,,2017
5000,,108.51,3,apartamentowiec,9,,,,52.19416,21.0347,,9,,2004
30000,,372,5,apartamentowiec,8,,miejskie,,52.23012,20.99336,,8,,2012
19500,,132,3,blok,parter,,miejskie,,52.23113,21.00247,,53,,2017
7500,,44,2,kamienica,1,,miejskie,,52.22289,21.00703,,4,,2018
8500,,90,2,apartamentowiec,3,,miejskie,,52.202,20.99565,,6,,2012
4900,,104,3,apartamentowiec,6,,,do zamieszkania,52.17099735,20.9979603,,6,,2014
10000,,177,6,kamienica,1,,miejskie,do zamieszkania,52.2243589,21.00795005,,3,cegła,1936
7500,,101,3,kamienica,3,,,do zamieszkania,52.2219604,21.0228381,,4,cegła,
3900,,46,2,apartamentowiec,1,,,do zamieszkania,52.1909367,21.0168785,,9,,2015
9000,,158,4,apartamentowiec,8,,,do zamieszkania,52.18561095,21.02302804,,12,,2000
10800,,151,4,kamienica,3,,inne,,52.22241,21.01209,,6,,1912
13500,,156,3,apartamentowiec,5,,miejskie,,,,,5,,2013
12000,,77,2,blok,> 10,,miejskie,,52.2354,21.00176,,44,,2015
8000,,53,2,blok,> 10,,miejskie,,52.2354,21.00176,,44,,2015
18000,,125,3,kamienica,3,,miejskie,,52.22968,21.01223,,5,,1922
16000,,180,4,kamienica,5,,miejskie,,52.23587,21.02137,,6,,1912
16000,,167,4,kamienica,1,,miejskie,,52.21276,21.02366,,7,,2010
8500,,53,2,blok,10,,miejskie,,52.2354,21.00176,,44,,2015
12000,,155,4,kamienica,1,,miejskie,,52.20155,21.0151,,3,,1913
14000,,160,3,apartamentowiec,5,,miejskie,,52.20979,21.03066,,5,,2010
12000,,90,2,kamienica,2,,,,52.22577,21.02603,,3,,1892
7900,,117,4,dom wolnostojący,parter,,miejskie,,52.17033,21.08932,,1,,2007
16830,,153,6,kamienica,6,,miejskie,,52.2222,21.01542,,6,,1911
4300,,46,2,kamienica,2,,miejskie,,52.22496,21.00884,,5,,2013
14000,,250,5,apartamentowiec,1,,miejskie,,52.18683,21.06382,,6,,1995
4000,,70,2,apartamentowiec,1,,miejskie,,52.20346,20.99557,,6,,2016
9900,,172.37,6,blok,4,,miejskie,,52.24461,21.01215,,5,,1975
9200,,92.17,3,apartamentowiec,6,,miejskie,,52.22934,21.02383,,6,inne,2006
14000,,165,5,apartamentowiec,6,,miejskie,,52.24011,21.02468,,7,,2006
3800,,60,2,kamienica,parter,,miejskie,do zamieszkania,52.2429072,21.018023,,5,cegła,1938
4500,,67,2,kamienica,2,,miejskie,,52.22968,21.01223,,6,,1912
3300,,28,1,kamienica,6,,miejskie,,52.23587,21.02137,,6,,1920
4000,,100,2,kamienica,1,,miejskie,,52.21735,20.97805,,4,cegła,1927
8900,,120,3,kamienica,2,,miejskie,,52.21454,21.02178,,5,cegła,1910
6500,,74.5,3,kamienica,2,,miejskie,,52.2306,21.02119,,2,,1879
2700,3000,75,3,kamienica,1,plastikowe,gazowe,do zamieszkania,52.28878729078605,21.065504343933114,,3,cegła,2002
12000,,144.57,4,apartamentowiec,5,,miejskie,,,,,5,inne,2009
6000,,87,3,kamienica,3,,miejskie,,52.2232,21.01685,,5,,1930
3700,,57,2,,,,,,52.2235027,21.0185245,,,,
9500,,112,4,apartamentowiec,8,,miejskie,,52.23724,20.99988,,10,,2005
2600,,55,2,,2,,,,52.23818,21.01081,,8,,1963
7500,,143,4,apartamentowiec,parter,,miejskie,,52.17323,21.05046,,3,,2000
15000,,250,5,kamienica,parter,,miejskie,,52.21364,21.02188,,6,,1914
9210,,132,3,apartamentowiec,3,,miejskie,,52.20195,21.02672,,4,,2005
10000,,76,2,apartamentowiec,> 10,,miejskie,,52.2346,21.00112,,44,,2016
9000,,131,4,kamienica,2,,miejskie,,52.22968,21.01223,,5,,1925
7700,,134,4,apartamentowiec,> 10,,miejskie,,52.18877,20.98852,,12,,2010
3900,,49,2,apartamentowiec,1,,miejskie,,52.19094,21.01688,,6,,2016
10900,,132,4,kamienica,2,,miejskie,,52.22117,21.02254,,6,,1936
6000,,98,3,kamienica,2,,miejskie,,52.21841,20.99837,,4,,1926
8500,,127,4,apartamentowiec,3,,miejskie,,52.2374,21.0295,,5,inne,2002
1500,,24,1,,2,,,,52.2925973,20.9394165,,10,inne,1975
10000,,151.98,6,kamienica,4,,miejskie,,52.2219,21.02214,,5,,1930
16000,,230.94,6,blok,4,,miejskie,,52.19658,20.9848,,4,inne,2006
11480,,164,6,kamienica,2,,miejskie,,52.23495,21.01827,,2,,1950
15000,,145,4,apartamentowiec,2,,miejskie,,,,,4,,2001
12000,,156,4,apartamentowiec,4,,miejskie,,52.19132,21.0539,,5,,1998
3900,,68,2,apartamentowiec,2,,miejskie,,52.23468,21.01593,,8,,2008
12000,,115,4,apartamentowiec,4,,miejskie,,52.22979,21.03782,,5,inne,2007
11000,,64,2,blok,> 10,,miejskie,,52.22539,20.99178,,54,,2017
22000,,197,5,kamienica,3,,miejskie,,52.22624,21.02515,,6,,1906
9900,,133,4,apartamentowiec,1,,miejskie,,52.18476,21.03499,,4,,2010
18000,,230,5,,6,,,,52.22588,21.02324,,6,,1930
6000,,163.2,5,kamienica,3,,inne,,52.25524,21.00556,,3,,2000
12000,,187,5,kamienica,4,,inne,,52.22266,21.01983,,4,,1930
3500,3500,65,3,blok,5,plastikowe,miejskie,do zamieszkania,52.2289856,20.9137738,1000,5,,2012
2600,3000,45,2,apartamentowiec,4,plastikowe,miejskie,do zamieszkania,52.2595722,20.9799119,,,,2019
2450,2700,47,2,apartamentowiec,1,drewniane,miejskie,do zamieszkania,52.19862641016033,21.010193810034185,250,7,cegła,2004
5000,5000,124,4,,8,drewniane,miejskie,,52.1986108,21.0464264,,8,,2007
3000,3000,56,2,apartamentowiec,8,drewniane,miejskie,do zamieszkania,52.17384666098624,20.999678018620887,,8,cegła,
17000,17000,200,5,apartamentowiec,2,,,do zamieszkania,,,,2,,2015
2000,2000,53,2,blok,1,plastikowe,miejskie,do zamieszkania,52.32130894,20.96508742,,4,cegła,2005
4700,4700,60,3,apartamentowiec,1,,,do zamieszkania,52.2092078,21.0636253,,3,,
1850,1850,21,1,blok,7,plastikowe,miejskie,do zamieszkania,52.15141486593305,21.02813542537842,1,7,wielka płyta,1970
2500,,41.52,2,blok,2,plastikowe,miejskie,do zamieszkania,,,,7,cegła,2014
2500,3000,40,2,apartamentowiec,4,plastikowe,miejskie,do zamieszkania,52.24168,21.08406,450,17,silikat,2018
1700,1800,38,1,,1,drewniane,gazowe,,52.3437587,20.9758497,,1,cegła,2010
1900,2500,45,2,blok,parter,plastikowe,miejskie,,52.244157360218,20.993592251343,388,3,cegła,1955
10500,,98.2,3,apartamentowiec,> 10,,miejskie,,52.23747,21.00172,,11,,2010
25000,,160,4,apartamentowiec,> 10,,miejskie,,52.22968,21.01223,,43,,2013
8000,,159,5,apartamentowiec,1,,miejskie,,52.19566,20.98792,,3,,2010
23000,,165.5,4,apartamentowiec,> 10,,miejskie,,52.23538,21.0015,,44,,2014
25000,,170,4,kamienica,1,,miejskie,,52.2302,21.01833,,5,,1914
4800,,68.8,3,kamienica,1,,miejskie,,52.23696,20.98207,,4,,1939
2750,,27,1,kamienica,3,,miejskie,,52.23615,21.0215,,6,,1912
7500,,169.3,5,blok,parter,,inne,,52.17323,21.05046,,3,,2001
12500,,135,3,apartamentowiec,8,,miejskie,,,,,9,,2007
6000,,80,4,kamienica,2,drewniane,miejskie,,52.2373601,21.0260878,,5,cegła,1914
9500,,117,4,apartamentowiec,parter,,miejskie,,52.18441,21.03226,,3,,2011
7500,,90,3,apartamentowiec,2,,miejskie,,52.19416,21.0347,,5,,2015
5000,,120,3,apartamentowiec,9,,miejskie,,,,,10,,2000
11000,,64,2,blok,> 10,,miejskie,,52.23113,21.00247,,52,,2017
14900,,245,6,apartamentowiec,10,,miejskie,,52.235,20.99237,,10,,2003
7300,,136,4,kamienica,4,,miejskie,,52.20944,21.03121,,4,,1936
8000,,153,4,kamienica,parter,,miejskie,,52.2089,21.03612,,4,,2000
10000,,153,5,apartamentowiec,1,,miejskie,,52.1943,20.98706,,4,cegła,2010
9000,,158,4,apartamentowiec,8,,miejskie,,52.18571,21.02293,,12,,2004
3000,3000,40,2,blok,4,plastikowe,miejskie,do zamieszkania,52.223412650514604,20.9857909102478,490,12,,
4500,,74,2,blok,6,,miejskie,,52.22465,21.03783,,8,,1996
3100,,46,2,blok,4,drewniane,miejskie,do zamieszkania,52.1997889,21.0462792,,4,pustak,2017
2700,2700,48,2,kamienica,1,drewniane,miejskie,,52.24721,21.0097684,,3,beton,1960
4500,,80,3,,2,,,,52.225518,21.01129,,5,,1992
2600,,30,1,apartamentowiec,4,,,,52.245648,20.96553,,6,,2018
2400,2500,37,2,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.2619177,20.9590478,400,8,cegła,2014
3500,3500,76,2,kamienica,3,drewniane,miejskie,do zamieszkania,52.20748294931602,21.01461849311523,,3,cegła,1936
1700,1700,50,2,kamienica,poddasze,drewniane,gazowe,do zamieszkania,52.270501,21.1502512,,2,pustak,2012
3400,3400,58,2,kamienica,1,drewniane,miejskie,do zamieszkania,52.204296589414525,21.003018422753907,,3,cegła,1936
2520,3000,39,2,blok,5,plastikowe,miejskie,do zamieszkania,52.1764506,20.9935391,330,7,cegła,2019
2550,3200,34,2,blok,parter,drewniane,miejskie,do zamieszkania,52.2004613,20.9629029,,5,cegła,2018
2350,,55,2,apartamentowiec,2,plastikowe,miejskie,do zamieszkania,52.316954,21.0592891,,5,,2014
2950,3000,56,2,apartamentowiec,> 10,drewniane,miejskie,do zamieszkania,52.23214466502253,20.987692809753415,,,żelbet,2006
2200,,44,2,blok,1,plastikowe,miejskie,do zamieszkania,52.2057993,20.9771088,350,3,,1980
2300,2300,36,2,blok,4,plastikowe,miejskie,do zamieszkania,,,,5,silikat,2013
3500,5000,50,2,apartamentowiec,> 10,plastikowe,miejskie,do zamieszkania,52.2340591,21.1133971,524.58,23,,2019
2200,2200,53.31,3,,4,plastikowe,,,,,,10,,
3800,3800,43,2,apartamentowiec,3,,,,52.235711,20.98547,,,,2018
9000,,53,2,,10,,miejskie,,52.2317447,20.9961082,,44,inne,2014
2400,2400,42,2,blok,10,plastikowe,miejskie,do zamieszkania,52.2314071,21.0720524,1,15,,2006
1900,1900,38,1,blok,3,plastikowe,miejskie,do zamieszkania,52.293021278232544,20.94048322673645,,4,cegła,2000
2850,3000,41,2,apartamentowiec,6,drewniane,miejskie,do zamieszkania,52.23614,21.00817,,,inne,2018
1800,3000,25,1,apartamentowiec,4,plastikowe,miejskie,do zamieszkania,,,1,4,żelbet,2019
1550,2000,36,1,blok,10,plastikowe,miejskie,do zamieszkania,52.27727613577301,20.914057780950927,370,10,,2001
2000,3000,42,2,apartamentowiec,5,plastikowe,miejskie,do zamieszkania,52.2793037,20.9722929,530,6,żelbet,2019
2600,2600,51,2,blok,parter,drewniane,miejskie,do zamieszkania,52.219449303363206,20.89444709842529,,4,żelbet,2012
1700,1700,26,1,blok,parter,plastikowe,miejskie,do zamieszkania,52.20431212192335,20.982822784130857,350,3,cegła,1960
13000,13000,130,4,apartamentowiec,10,drewniane,miejskie,,52.2349979,20.9923713,,,,
8500,,53,2,,10,,miejskie,,52.2317447,20.9961082,,41,inne,2014
10000,,53,2,apartamentowiec,> 10,,miejskie,,52.2317447,20.9961082,,44,inne,2014
21990,48000,133.5,3,apartamentowiec,> 10,,miejskie,do zamieszkania,52.231172,21.0038329,,54,beton,2017
16900,20000,100,2,apartamentowiec,> 10,,miejskie,do zamieszkania,52.231172,21.0038329,,52,beton,2017
21990,48000,133,3,apartamentowiec,> 10,,miejskie,do zamieszkania,52.231172,21.0038329,3500,54,beton,2017
2300,2000,50,3,blok,1,drewniane,gazowe,do zamieszkania,52.219772151654496,21.244926025238037,300,2,cegła,
2900,3000,45.87,2,apartamentowiec,4,,gazowe,do zamieszkania,52.153999847412,21.004000228882,,7,pustak,2019
2800,2800,57,2,blok,1,plastikowe,miejskie,do zamieszkania,52.23338,20.95718,,7,cegła,2008
2500,,36,2,blok,3,plastikowe,miejskie,do zamieszkania,52.19817938687481,20.952969841308587,400,4,cegła,2019
3250,3250,45,2,blok,2,drewniane,miejskie,do zamieszkania,52.2306533,20.9756919,,8,pustak,2010
2850,3500,44,2,apartamentowiec,parter,plastikowe,miejskie,do zamieszkania,52.1855194,20.9951574,350,,beton komórkowy,2017
6990,10000,122,4,apartamentowiec,4,drewniane,miejskie,do zamieszkania,52.15978081083372,21.066311386007,1100,4,cegła,2010
2100,2100,37,2,blok,2,plastikowe,miejskie,do zamieszkania,52.1743785,21.0082934,,10,wielka płyta,1970
7500,,62,2,,2,,,,52.2334809,21.03960473,,4,,2016
1900,,35,1,blok,3,,,do zamieszkania,52.1924656,21.0103884,,,,
6500,,104,4,,2,,,,52.241684,21.025419,,5,,2007
2070,2000,39,1,blok,1,drewniane,miejskie,do zamieszkania,,,280,3,cegła,2002
3900,,60,2,,4,,,,52.238186,21.0213389,,6,,1938
3500,3500,50,2,apartamentowiec,4,plastikowe,miejskie,do zamieszkania,52.22413502900966,21.00856819931469,,7,beton,2010
7000,7000,81,3,blok,7,drewniane,miejskie,do zamieszkania,52.23805,21.02935,,7,beton komórkowy,2010
1950,1950,43,2,apartamentowiec,1,plastikowe,miejskie,do zamieszkania,,,200,3,beton komórkowy,2014
2900,2900,48,2,kamienica,1,plastikowe,miejskie,do zamieszkania,52.2382627,21.0225347,,4,cegła,1936
3500,3500,70,3,blok,2,plastikowe,miejskie,do zamieszkania,52.21977512356008,20.89899446733398,1,6,inne,2019
9000,20000,121,5,blok,1,plastikowe,kotłownia,do zamieszkania,52.3282755,20.9565613,1000,3,,2007
2400,3000,40,2,blok,5,plastikowe,miejskie,do zamieszkania,52.2257559,20.897795,350,5,żelbet,2016
2300,5500,55,2,apartamentowiec,4,drewniane,miejskie,do zamieszkania,52.2828459,21.046867499999962,,5,,2004
2300,2500,48,2,blok,5,,,do zamieszkania,,,400,6,,2018
2700,3500,50,3,blok,parter,drewniane,miejskie,do zamieszkania,52.226729812547376,20.956707931213383,500,,,2019
2700,2700,42,2,blok,2,,,do zamieszkania,,,,3,,2016
2300,2800,36,1,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.232157807064965,20.979388690643308,450,12,cegła,2018
2200,2200,32,2,blok,1,plastikowe,miejskie,do zamieszkania,52.267597,21.0547239,150,10,wielka płyta,1979
1990,2000,30,1,blok,4,plastikowe,miejskie,do zamieszkania,52.2396568,20.9828857,0.1,10,,
2700,2700,27,2,blok,> 10,plastikowe,miejskie,do zamieszkania,52.2408488,21.0024261,,15,,
2200,,34,2,kamienica,2,,gazowe,,52.21696,20.98254,,3,cegła,
2300,,52,2,,4,,,,,,,6,,2010
3100,,43,2,apartamentowiec,4,,miejskie,,,,,,,2018
2790,2790,35,2,apartamentowiec,1,plastikowe,miejskie,do zamieszkania,52.23338,20.95718,1,3,cegła,2016
2500,3000,53,2,kamienica,parter,plastikowe,miejskie,do zamieszkania,52.2445565,20.99078,500,4,cegła,
2500,2500,40,2,apartamentowiec,7,drewniane,miejskie,do zamieszkania,52.2312066,20.969002,400,15,,2019
2900,2900,53,2,blok,2,plastikowe,miejskie,do zamieszkania,52.215970376233656,21.040038894689943,0.1,4,cegła,1960
2200,2000,33,2,blok,4,,,do zamieszkania,,,400,16,,2019
3000,3000,40,2,apartamentowiec,4,plastikowe,miejskie,do zamieszkania,,,,7,cegła,2019
2200,2200,32,1,kamienica,parter,plastikowe,gazowe,do zamieszkania,,,,,cegła,1933
2500,1500,50,2,blok,6,plastikowe,miejskie,do zamieszkania,,,,,,
3300,3400,54,2,kamienica,1,,miejskie,,52.20803602723976,21.02057105834961,400,4,cegła,1934
1799,1799,42,2,blok,2,plastikowe,gazowe,do zamieszkania,52.32899,21.00768,,2,cegła,2009
2600,2600,55,2,kamienica,3,,,,52.23464623629357,21.002346144952398,,5,,1955
2400,2400,27,1,blok,9,plastikowe,miejskie,do zamieszkania,52.2308245,20.9964303,330,10,,
2400,3000,35,2,apartamentowiec,2,plastikowe,miejskie,do zamieszkania,52.24145998849136,21.0809841746043,400,7,cegła,2018
4400,4400,85,4,apartamentowiec,6,drewniane,miejskie,do zamieszkania,52.185337847500705,21.044465616607663,,6,cegła,2007
3000,3600,76,3,blok,6,plastikowe,miejskie,do zamieszkania,52.222488044137634,21.092429539672853,600,6,cegła,2006
3000,5000,48,2,,4,plastikowe,miejskie,,52.1687,21.0276954,700,11,,1979
2500,3100,60,2,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.1611563,21.071595,600,4,cegła,2012
4000,4000,71,3,apartamentowiec,1,drewniane,miejskie,do zamieszkania,52.18266831766425,21.04350363516908,550,6,cegła,2019
1870,2500,35,1,,,,,,52.2008358728535,21.031094964031983,630,,,
2750,3000,65.9,2,apartamentowiec,7,plastikowe,miejskie,do zamieszkania,,,,12,,
2500,2500,67,3,blok,parter,,miejskie,do zamieszkania,52.2218548,21.1671041,400,1,cegła,2019
1950,1950,41,1,blok,5,plastikowe,miejskie,do zamieszkania,52.25886745578072,20.930465069836423,,7,pustak,2005
6500,6500,128,4,apartamentowiec,6,drewniane,miejskie,do zamieszkania,52.25576597950331,20.98776038724976,,12,cegła,2000
2500,,50,2,blok,1,plastikowe,miejskie,do zamieszkania,52.2671722,20.9804729,,4,cegła,1962
3600,3900,53,3,blok,5,plastikowe,miejskie,do zamieszkania,52.17610847700334,20.99894643337402,,7,cegła,2017
5500,5500,97.7,4,apartamentowiec,8,,,do zamieszkania,52.24704557498259,20.962336412353526,0.1,8,,2017
2500,2500,48,2,blok,3,drewniane,miejskie,do zamieszkania,,,1,10,inne,1978
2500,2500,37,2,,2,drewniane,miejskie,do zamieszkania,52.269409989888,21.04151764418,,4,inne,2008
2800,2800,64,3,blok,4,drewniane,gazowe,do zamieszkania,52.1895514,20.906976100000065,,7,beton,2004
2900,,45,2,apartamentowiec,5,,,,52.17698224577052,21.04083927001953,,8,,
2900,3000,54,2,apartamentowiec,2,,,do zamieszkania,52.22659449882528,21.062226613769536,,4,,
2800,3000,63,3,apartamentowiec,3,plastikowe,miejskie,do zamieszkania,52.2417444,21.1180365,,5,cegła,2014
3100,3300,53,2,apartamentowiec,2,plastikowe,inne,do zamieszkania,52.1764506,20.9935391,,6,cegła,2019
1700,2000,28,1,blok,5,plastikowe,miejskie,do zamieszkania,52.2449097,21.0887778,,10,,
1850,1850,25,1,kamienica,parter,drewniane,miejskie,do zamieszkania,52.21984,20.9874078,1,3,cegła,1940
2100,2900,70,3,blok,5,drewniane,miejskie,do zamieszkania,52.19164382084699,20.89970415344238,800,6,cegła,2000
2500,2500,42,2,blok,3,,miejskie,do zamieszkania,52.23614,21.00817,1,6,cegła,2019
1900,2500,65,2,blok,2,,gazowe,do zamieszkania,,,600,5,cegła,1994
4200,5200,83,3,apartamentowiec,5,drewniane,miejskie,do zamieszkania,52.2044145,20.9960935,1000,6,cegła,2007
2800,2800,40,2,,2,plastikowe,miejskie,do zamieszkania,52.1855194,20.9951574,390,8,cegła,2018
6500,6500,85,5,apartamentowiec,4,plastikowe,miejskie,do zamieszkania,52.224105659446735,21.008590327539057,,7,cegła,2010
2400,2400,37.5,2,blok,2,plastikowe,miejskie,do zamieszkania,52.225072,21.0353699,,10,wielka płyta,1969
3500,3500,63,3,apartamentowiec,4,drewniane,miejskie,do zamieszkania,52.23614,21.00817,,4,cegła,2017
1800,2000,38,2,blok,5,plastikowe,miejskie,do zamieszkania,52.2922049,21.0416552,,10,,
3700,4600,63,3,kamienica,2,plastikowe,miejskie,do zamieszkania,52.2302297893263,21.021475859277345,900,3,cegła,
3850,3850,87,3,blok,2,plastikowe,miejskie,do zamieszkania,52.1342102,21.0107877,,2,cegła,2001
2500,3300,35,2,kamienica,3,plastikowe,miejskie,do zamieszkania,52.239762732284476,20.9761086994751,,4,cegła,1938
2500,2500,48,3,blok,4,plastikowe,miejskie,do zamieszkania,52.2686547,20.9451469,,4,wielka płyta,
4900,4900,115,3,szeregowiec,1,drewniane,gazowe,do zamieszkania,52.2790522,20.943894,,2,cegła,1990
4000,,62,2,,,,,,52.253523679820574,20.99161485134277,650,,,
4000,,65,2,,,,,,52.252105,20.9889541,650,,,
2800,3500,45,2,apartamentowiec,2,plastikowe,miejskie,do zamieszkania,52.198046164369714,20.96460886499024,500,10,cegła,2018
3500,3500,43,2,blok,5,,,do zamieszkania,,,,5,,2019
6500,,134,5,,1,plastikowe,miejskie,,52.1583141,21.0553049,,,,
1000,1200,9,4,blok,parter,plastikowe,miejskie,do zamieszkania,52.225072,21.0353699,180,14,wielka płyta,1970
2500,2500,50,2,blok,1,drewniane,miejskie,do zamieszkania,52.1738667,21.0411827,500,11,wielka płyta,
3900,3900,78,3,apartamentowiec,6,drewniane,miejskie,do zamieszkania,52.2306533,20.9756919,1234567,8,cegła,2013
2550,3000,51,2,apartamentowiec,1,drewniane,miejskie,do zamieszkania,52.2848095,20.9430494,,4,cegła,2015
2450,2500,54.02,2,blok,2,,,do zamieszkania,52.283324301501295,20.925696279870614,,,,2009
1900,3800,50,2,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.29250592676715,21.044807141247556,550,3,,2017
3000,3500,59,3,apartamentowiec,,plastikowe,miejskie,do zamieszkania,,,500,2,cegła,2012
3000,5000,52,2,blok,parter,,,do zamieszkania,52.1984255,21.0455312,,10,,2018
2200,,38,2,apartamentowiec,3,,,do zamieszkania,52.23338,20.95718,,,,2019
1600,2100,56,2,blok,1,plastikowe,miejskie,do zamieszkania,,,550,4,cegła,2000
2800,3000,54,2,kamienica,3,,miejskie,,52.26798,20.98908,430,4,cegła,
1900,2500,49.3,2,blok,5,plastikowe,miejskie,do zamieszkania,52.24048643787333,20.941936466583364,600,7,pustak,2006
2400,2400,52,2,blok,1,plastikowe,miejskie,do zamieszkania,52.239969437385724,21.115556974804683,1,4,cegła,1960
3000,3000,45,2,apartamentowiec,5,drewniane,miejskie,do zamieszkania,52.23338,20.95718,400,9,,2018
3500,3500,42,2,apartamentowiec,10,drewniane,miejskie,do zamieszkania,52.257566852403556,20.980494548289176,,16,inne,2016
2700,2700,32,2,apartamentowiec,9,,,do zamieszkania,52.2279436,20.9586224,,,,
2600,3000,41,2,blok,2,,miejskie,do zamieszkania,52.2756185,20.9232495,1,8,,2016
3900,3900,95,4,blok,3,drewniane,miejskie,,52.1709183148582,20.99769714813232,,6,cegła,2010
5800,5800,93.7,3,blok,3,drewniane,miejskie,do zamieszkania,52.17196111857558,21.05353085559786,1,4,cegła,2007
2800,2800,55,2,apartamentowiec,4,drewniane,miejskie,do zamieszkania,52.2192384,20.9810472,,,,2011
3200,6000,48,3,blok,4,plastikowe,miejskie,do zamieszkania,52.246787685650304,20.981308174391355,400,4,,1970
2300,,50,2,blok,1,,miejskie,do zamieszkania,52.23897090016061,21.084847985747977,,4,cegła,
4270,4870,85,4,apartamentowiec,3,plastikowe,miejskie,do zamieszkania,52.24326406001623,20.979977536462403,650,8,cegła,2019
2000,2300,53,2,blok,1,plastikowe,miejskie,do zamieszkania,52.27806045355564,21.025793439691476,350,4,cegła,2009
2400,2400,55,2,blok,2,plastikowe,miejskie,do zamieszkania,52.228634,21.1091421,,5,,2005
3500,4000,47,2,blok,3,drewniane,miejskie,do zamieszkania,52.22049217259823,20.913371813769526,400,4,cegła,2016
3000,2500,69,3,apartamentowiec,1,plastikowe,miejskie,do zamieszkania,52.3221059,20.9394888,,3,cegła,1999
4990,,68,3,apartamentowiec,3,,miejskie,do zamieszkania,52.23644,21.02742,,7,cegła,2011
