Cena,Kaucja,Powierzchnia,Liczba pokoi,Rodzaj zabudowy,Piętro,Okna,Ogrzewanie,Stan wykończenia,φ,λ,Czynsz - dodatkowo,Liczba pięter,Materiał budynku,Rok budowy,Czas dojazdu do centrum
4700,,73.0,2,apartamentowiec,2,drewniane,miejskie,do zamieszkania,52.238994,21.0200208,,6.0,,2002.0,19.0
5900,,65.55,2,,3,drewniane,miejskie,do zamieszkania,52.2414215,21.028082100000002,700.0,5.0,,2017.0,21.0
2800,,50.0,3,blok,7,plastikowe,miejskie,do zamieszkania,52.22610685,21.03793285,,10.0,wielka płyta,1970.0,19.0
2500,,53.0,2,,3,,,,52.208076,21.0630779,,4.0,,2012.0,39.0
5700,,95.0,3,apartamentowiec,2,drewniane,miejskie,do zamieszkania,52.1733134,20.9998,,5.0,,2015.0,36.0
5900,,110.0,4,apartamentowiec,8,drewniane,miejskie,do zamieszkania,52.18795791234089,20.991768752270517,,12.0,,2010.0,42.0
2200,,38.0,2,,5,,,,,,,19.0,,1970.0,
4000,,70.0,2,kamienica,2,,,,52.22648915,21.03490253,,4.0,cegła,1935.0,15.0
2300,,40.0,2,blok,7,plastikowe,miejskie,,52.2307275,20.995989,,10.0,,,13.0
2600,,60.0,3,blok,1,plastikowe,miejskie,,52.230332700000005,20.9540324,,10.0,,,22.0
2400,,45.0,2,blok,2,plastikowe,miejskie,,52.2402148,20.997582100000002,,6.0,,,19.0
10000,,108.0,3,apartamentowiec,4,,miejskie,do zamieszkania,52.23742778574307,21.001646867675785,,,,2009.0,14.35
3500,3500.0,58.0,2,apartamentowiec,2,,,,52.187976,20.99394,,10.0,,,40.0
8500,,120.0,3,apartamentowiec,,drewniane,,do zamieszkania,52.23338,20.957179999999997,,8.0,,2015.0,41.0
2500,2500.0,39.0,2,blok,> 10,plastikowe,miejskie,do zamieszkania,52.23682665522824,20.997890222167968,350.0,15.0,beton,1970.0,14.0
2999,,48.0,2,,> 10,,,,,,,17.0,,2018.0,
2900,,55.0,2,blok,5,plastikowe,miejskie,do zamieszkania,52.1757805,20.99952264,,7.0,,2019.0,41.0
2550,3500.0,45.0,2,blok,3,plastikowe,miejskie,do zamieszkania,52.274575,20.913229,,3.0,cegła,2002.0,46.0
2200,2200.0,49.0,2,blok,3,drewniane,miejskie,do zamieszkania,52.1897682,20.8933163,1.0,5.0,cegła,2002.0,40.0
4900,12000.0,99.87,3,apartamentowiec,parter,drewniane,miejskie,,,,1100.0,3.0,cegła,2005.0,
2800,,52.0,2,,3,,,,52.17814,21.054779999999997,,6.0,,2017.0,34.0
1950,1950.0,29.0,1,blok,parter,plastikowe,miejskie,,,,50.0,,,1975.0,
3950,,80.0,3,apartamentowiec,5,,,,52.17174765,21.01142476,,7.0,,2013.0,32.0
4000,,64.51,3,blok,6,,miejskie,,52.2447,21.08445,,8.0,inne,2018.0,23.0
2700,,53.1,2,blok,1,,miejskie,,52.24731,21.084139999999998,,6.0,cegła,2009.0,28.0
25000,,250.0,6,apartamentowiec,> 10,,,,,,,14.0,,,
5300,5300.0,49.0,3,apartamentowiec,5,plastikowe,miejskie,,52.2551645,20.9788337,,,cegła,,27.0
6000,,151.0,4,blok,3,,miejskie,,52.294990000000006,21.05536,,3.0,cegła,2008.0,48.0
3900,,68.0,3,,2,,,,,,,4.0,,1960.0,
2800,2800.0,50.0,2,apartamentowiec,9,plastikowe,miejskie,do zamieszkania,52.234725687811725,20.959617593648204,,10.0,żelbet,2012.0,24.0
1800,1800.0,53.0,2,blok,1,plastikowe,miejskie,do zamieszkania,52.3040703,20.9304152,600.0,4.0,cegła,2007.0,42.0
2450,,37.0,1,,4,drewniane,miejskie,do zamieszkania,52.235392,20.981939,,6.0,cegła,2004.0,21.0
3850,,38.0,2,kamienica,6,,,,52.2225,21.02,,7.0,,,18.0
4600,,86.0,3,kamienica,4,,miejskie,,52.222801700000005,21.019921399999998,,4.0,cegła,1910.0,18.0
2500,2500.0,26.0,1,apartamentowiec,2,,,,,,,5.0,,,
9500,,80.0,2,,4,plastikowe,,,,,,5.0,,,
2450,2450.0,46.0,2,apartamentowiec,6,drewniane,miejskie,do zamieszkania,52.136585700000005,21.0502547,,12.0,beton,2005.0,43.0
2700,,50.0,2,blok,2,,,do zamieszkania,52.22640620000001,20.9891988,,10.0,,2012.0,12.0
5000,5000.0,69.0,3,kamienica,2,plastikowe,miejskie,,52.22264164258874,21.00391525650024,,5.0,cegła,1937.0,15.0
3300,,62.0,3,,2,,,,52.17163,21.01434,,2.0,,,37.0
2700,,46.0,2,blok,1,,,do zamieszkania,52.22401063056302,20.9915912506958,,10.0,,1985.0,13.0
1750,2000.0,20.0,1,blok,2,plastikowe,miejskie,do zamieszkania,52.239346254389716,21.078551164550785,250.0,7.0,cegła,1955.0,30.0
2000,2000.0,58.0,2,,2,drewniane,kotłownia,do zamieszkania,52.309003600000004,21.0571484,600.0,2.0,cegła,2005.0,45.0
2800,,66.0,2,apartamentowiec,3,,,do zamieszkania,52.22999954,21.03700066,,,,2008.0,21.0
3200,,45.0,2,,parter,,,,52.2484042,21.006312100000002,,4.0,,1960.0,25.0
2200,,33.0,1,,parter,,,,,,,4.0,,2019.0,
2550,2550.0,46.0,2,blok,1,,,do zamieszkania,52.2021313,20.9554848,,2.0,,,35.0
2600,,38.0,2,,5,,,,,,,8.0,,1980.0,
2800,,60.0,3,blok,6,plastikowe,miejskie,,52.254227700206464,20.98677548990479,800.0,,,,25.0
2990,3000.0,72.0,3,blok,5,plastikowe,miejskie,do zamieszkania,52.29204054181571,21.05198041259766,550.0,5.0,pustak,2016.0,41.0
2300,2570.0,40.0,2,blok,4,plastikowe,miejskie,do zamieszkania,52.1828338,21.045275,270.0,7.0,cegła,2019.0,28.0
3700,3700.0,61.0,3,blok,10,,,do zamieszkania,52.188984000000005,21.0064458,,12.0,,2011.0,31.0
2200,2200.0,40.0,1,apartamentowiec,1,plastikowe,miejskie,do zamieszkania,52.1292043,21.0744004,1.0,5.0,cegła,2005.0,47.0
2900,2900.0,47.0,2,,4,drewniane,miejskie,do zamieszkania,52.251582299999995,20.882875100000003,,4.0,cegła,2008.0,48.0
2900,3000.0,49.73,2,blok,5,,miejskie,do zamieszkania,52.215001220703,21.015000457764,,5.0,cegła,1955.0,22.0
3900,,68.0,3,,2,plastikowe,,do zamieszkania,52.237559999999995,21.02884,,5.0,,1964.0,21.0
6500,,103.0,4,kamienica,,plastikowe,,,,,985.0,5.0,,1930.0,
2000,,23.0,1,,1,,,,,,,4.0,,2019.0,
4700,,80.0,3,kamienica,3,,miejskie,do zamieszkania,52.25899999999999,21.019000228882,,3.0,cegła,1952.0,32.0
2200,3800.0,25.0,1,,7,,miejskie,do zamieszkania,52.234843700000006,21.011441100000003,,10.0,,,15.0
3000,,46.5,2,blok,2,plastikowe,,do zamieszkania,52.236605,21.004739999999998,,10.0,,1965.0,13.316666666666666
2700,2700.0,52.0,2,blok,2,plastikowe,miejskie,do zamieszkania,,,,5.0,,2010.0,
4500,,105.0,4,apartamentowiec,3,,miejskie,do zamieszkania,52.144295899999996,21.0536062,,8.0,cegła,2002.0,38.0
4800,,77.46,3,,4,,,,52.234738,20.985,,8.0,,2013.0,21.0
2100,2100.0,32.0,1,kamienica,,plastikowe,miejskie,do zamieszkania,52.2176655,20.974942199999997,350.0,5.0,cegła,,22.0
2250,2900.0,43.0,2,apartamentowiec,,plastikowe,miejskie,do zamieszkania,52.22297879999999,20.939500199999998,500.0,,,2016.0,28.0
3000,6000.0,64.0,2,apartamentowiec,5,,miejskie,do zamieszkania,,,500.0,,,2011.0,
2650,,40.0,2,kamienica,parter,,miejskie,,52.24282,20.98454,,3.0,,1950.0,28.0
3400,,60.0,3,kamienica,1,,,do zamieszkania,52.2362803,21.03161817,,4.0,,1930.0,19.0
2000,2250.0,30.0,2,blok,3,plastikowe,miejskie,do zamieszkania,52.31034443879031,20.977780307006842,250.0,4.0,cegła,2018.0,41.0
2400,3500.0,40.0,2,blok,9,plastikowe,miejskie,,52.226567100000004,20.989971,,12.0,cegła,1978.0,12.0
4500,,94.34,3,kamienica,1,plastikowe,miejskie,do zamieszkania,,,,6.0,cegła,1929.0,
2600,,59.0,2,blok,parter,plastikowe,,do zamieszkania,52.134567700000005,21.0599489,,3.0,cegła,2000.0,42.0
2200,,53.0,2,,parter,,,,,,,3.0,,1960.0,
2500,3750.0,50.0,2,blok,5,drewniane,miejskie,do zamieszkania,52.23797201935898,20.926546498364253,1.0,5.0,beton,2009.0,37.0
1700,1800.0,20.0,1,blok,1,,miejskie,do zamieszkania,52.21037651971228,21.00984222229004,100.0,,,,22.0
5200,,63.0,2,apartamentowiec,> 10,,miejskie,do zamieszkania,,,,14.0,,2010.0,
1750,2000.0,36.0,1,blok,1,drewniane,kotłownia,do zamieszkania,52.2384992,20.9334405,450.0,3.0,cegła,2010.0,30.0
2500,3500.0,42.0,2,blok,2,plastikowe,miejskie,do zamieszkania,,,450.0,3.0,cegła,1990.0,
2000,2000.0,32.0,2,blok,3,plastikowe,miejskie,,,,,15.0,,2000.0,
2750,2750.0,44.0,2,blok,4,,,do zamieszkania,52.18483528928238,20.9925996439118,,8.0,,2017.0,39.0
2300,2300.0,58.0,3,blok,6,plastikowe,miejskie,,,,1.0,,beton,2000.0,
2100,,47.0,2,,2,,,,52.15994,21.08203,,4.0,,2012.0,46.0
1800,,30.0,1,blok,1,,miejskie,,52.21176,21.046770000000002,,4.0,,2000.0,32.0
2800,,41.0,2,blok,2,,miejskie,,52.27084,20.9291,,6.0,,2016.0,41.0
2800,2500.0,75.0,3,blok,parter,,miejskie,do zamieszkania,52.24416846377017,20.917638555603027,1.0,9.0,cegła,1996.0,36.0
3500,,90.0,4,blok,1,plastikowe,miejskie,do zamieszkania,52.2961732,21.051676999999998,,3.0,cegła,2010.0,48.0
3999,,123.0,4,,3,,,,52.19857649,21.03892135,,4.0,,2006.0,31.0
3100,3000.0,41.0,2,kamienica,parter,plastikowe,gazowe,do zamieszkania,52.234750299999995,21.053847100000002,314.0,2.0,cegła,1941.0,17.0
2600,2600.0,51.0,2,blok,6,plastikowe,miejskie,do zamieszkania,52.262078100000004,20.956188600000004,,15.0,cegła,2006.0,42.0
1500,,34.0,1,,3,,,,52.275090000000006,21.0492818,,3.0,,2015.0,33.0
1500,,24.0,1,,parter,,,,52.2523216,20.9921958,,10.0,,,25.0
3200,3200.0,45.0,2,kamienica,parter,plastikowe,miejskie,do zamieszkania,52.247209999999995,21.0097684,,4.0,cegła,1960.0,24.0
3150,3150.0,130.0,4,blok,parter,plastikowe,gazowe,do remontu,52.2243344,21.162419600000018,,2.0,cegła,,43.0
2400,2500.0,33.0,1,kamienica,1,plastikowe,miejskie,do zamieszkania,52.23628,21.0051,,3.0,cegła,1962.0,11.0
2700,2700.0,47.2,3,blok,4,plastikowe,miejskie,do zamieszkania,52.192230326665175,21.008833167736817,,10.0,inne,1965.0,31.0
3400,6800.0,56.0,3,apartamentowiec,6,drewniane,miejskie,do zamieszkania,,,600.0,6.0,cegła,2019.0,
2850,3000.0,40.0,2,apartamentowiec,4,plastikowe,miejskie,do zamieszkania,52.17563651636221,20.993447546043264,1.0,7.0,,2019.0,38.0
2500,,56.0,2,apartamentowiec,2,,,,52.2089311,20.9624591,,8.0,,2009.0,26.0
3300,,88.0,4,,1,,,,,,,4.0,cegła,1999.0,
3000,3470.0,60.0,2,apartamentowiec,2,plastikowe,,do zamieszkania,52.24168,21.08406,460.0,7.0,cegła,2010.0,30.0
2850,3000.0,48.05,2,,3,plastikowe,miejskie,do zamieszkania,52.162768799999995,20.9969678,,7.0,inne,2019.0,47.0
2530,2750.0,37.0,2,loft,1,drewniane,miejskie,do zamieszkania,52.25752620000001,21.056808399999998,220.0,2.0,cegła,,30.0
2700,4700.0,54.0,2,apartamentowiec,3,plastikowe,miejskie,do zamieszkania,52.16097944363364,21.082109205279547,710.0,3.0,cegła,2014.0,45.0
2500,2800.0,37.0,2,apartamentowiec,6,aluminiowe,miejskie,do zamieszkania,52.17869444923448,21.020395465049983,,8.0,żelbet,2016.0,27.0
2800,3200.0,55.0,3,apartamentowiec,2,plastikowe,miejskie,do zamieszkania,52.241375771517,20.90065360793457,400.0,3.0,cegła,2006.0,44.0
2590,2999.0,32.0,1,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.1764506,20.9935391,405.0,,,2017.0,36.0
4500,,73.0,3,apartamentowiec,6,drewniane,,do zamieszkania,52.17715801632264,21.042021696014405,,6.0,,2019.0,35.0
2850,3200.0,29.0,1,blok,1,plastikowe,miejskie,do zamieszkania,52.2330149,21.0238717,350.0,19.0,cegła,1970.0,12.0
2600,,41.0,2,,1,plastikowe,,,52.275016,20.96265,,10.0,,2016.0,29.0
2900,6600.0,60.0,3,kamienica,6,plastikowe,gazowe,do zamieszkania,52.236624343526294,21.031080263537604,400.0,6.0,cegła,,17.0
3000,,59.0,3,apartamentowiec,1,,,,52.260735,20.95962,,6.0,,2014.0,38.0
7800,,149.0,4,,> 10,,,,52.254775,20.98503,,12.0,,2002.0,21.0
2300,,31.1,2,,,plastikowe,,,52.205453000000006,21.033620000000003,,3.0,cegła,1930.0,26.0
3499,4000.0,65.0,3,apartamentowiec,,plastikowe,miejskie,do zamieszkania,,,499.0,,,2017.0,
4100,,86.0,3,kamienica,4,plastikowe,miejskie,do zamieszkania,52.222658,21.019832100000002,,4.0,cegła,1910.0,18.0
8000,8000.0,195.0,4,apartamentowiec,> 10,plastikowe,miejskie,do zamieszkania,52.186962,21.021859,,13.0,inne,2003.0,30.0
2650,2800.0,52.0,2,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.19832,21.01715,1.0,6.0,cegła,2017.0,24.0
3800,4200.0,72.0,3,apartamentowiec,4,plastikowe,miejskie,,52.1733134,20.9998,300.0,8.0,,2016.0,36.0
3000,3500.0,54.5,2,blok,4,plastikowe,miejskie,do zamieszkania,52.1476949,21.042432,500.0,10.0,cegła,2008.0,35.0
2300,2300.0,31.0,1,blok,> 10,drewniane,miejskie,do zamieszkania,52.18032502320364,21.02725799101563,,15.0,beton,2008.0,28.0
3500,5000.0,71.0,3,blok,2,aluminiowe,miejskie,do zamieszkania,52.2158821,21.1771267,,3.0,pustak,1979.0,60.0
2600,2700.0,38.0,2,apartamentowiec,6,plastikowe,miejskie,do zamieszkania,52.2389114,20.956124399999997,,10.0,inne,2019.0,33.0
2700,3000.0,40.0,2,blok,5,drewniane,miejskie,do zamieszkania,52.2251283,20.9782803,400.0,6.0,cegła,2015.0,21.0
4000,4000.0,97.0,4,apartamentowiec,2,drewniane,kotłownia,do zamieszkania,52.233495899999994,21.0846788,,4.0,cegła,1998.0,33.0
2200,2500.0,48.0,2,blok,parter,drewniane,miejskie,do zamieszkania,52.2067404,20.8947776,350.0,4.0,beton,2013.0,36.0
1800,2000.0,29.0,1,,2,plastikowe,,do zamieszkania,52.27212766826492,20.940332978871513,500.0,10.0,,,43.0
2980,2980.0,46.0,2,kamienica,3,plastikowe,miejskie,do zamieszkania,52.21739,20.97525,,4.0,cegła,1930.0,22.0
1900,2500.0,41.0,2,blok,parter,plastikowe,,do zamieszkania,52.313322,21.057483000000047,,4.0,cegła,2014.0,56.0
1800,1800.0,25.35,1,blok,6,plastikowe,miejskie,do zamieszkania,52.264282,21.0268169,,11.0,,1970.0,33.0
2400,2800.0,33.95,1,apartamentowiec,4,plastikowe,miejskie,do zamieszkania,52.178763599999996,20.994345499999998,,8.0,cegła,2016.0,31.0
2500,2500.0,45.0,2,blok,2,plastikowe,miejskie,do zamieszkania,52.249559399999995,21.092256,1.0,4.0,cegła,,32.0
2800,3400.0,57.0,3,apartamentowiec,2,plastikowe,miejskie,do zamieszkania,52.244667,21.07717589999993,600.0,3.0,cegła,2009.0,27.0
2000,2000.0,50.0,4,dom wolnostojący,1,,kotłownia,do zamieszkania,,,,1.0,cegła,1934.0,
3000,3000.0,65.0,3,blok,1,plastikowe,miejskie,do zamieszkania,52.199003999999995,21.035765100000003,,4.0,inne,1984.0,30.0
2450,,35.0,2,blok,3,plastikowe,miejskie,do zamieszkania,52.224875399999995,20.9530125,,8.0,cegła,2019.0,21.0
3500,7000.0,67.0,2,kamienica,4,plastikowe,miejskie,do zamieszkania,52.238327691957636,20.977789474868814,,5.0,cegła,1955.0,21.0
3700,,56.0,2,apartamentowiec,2,drewniane,miejskie,do zamieszkania,52.209965888998966,21.023400446032703,,6.0,cegła,2017.0,25.0
1600,1600.0,35.0,1,blok,3,plastikowe,,do zamieszkania,52.318184304803545,21.067190854800405,,4.0,pustak,2006.0,52.0
1950,,56.0,3,,8,,,,52.22633325,21.069751899999996,,10.0,,1970.0,22.0
2200,,51.0,3,,parter,,,,52.27122875,20.93765675,,4.0,,1979.0,38.0
2500,3000.0,45.0,2,apartamentowiec,6,plastikowe,miejskie,do zamieszkania,52.164111499297114,20.99594981994629,500.0,8.0,cegła,2016.0,48.0
2800,,92.0,3,dom wolnostojący,2,plastikowe,inne,do wykończenia,52.286160462885455,21.086784756774897,,2.0,silikat,2018.0,49.0
7000,7000.0,83.0,4,kamienica,1,drewniane,miejskie,do zamieszkania,52.225024010442354,21.022106613244627,,5.0,cegła,1939.0,20.0
2800,2800.0,39.0,2,apartamentowiec,4,plastikowe,miejskie,do zamieszkania,,,,6.0,cegła,2019.0,
3000,,50.0,2,apartamentowiec,2,plastikowe,miejskie,do zamieszkania,52.1980759,20.978001100000004,,4.0,cegła,2019.0,26.0
1700,,30.0,1,,parter,,,,52.24501384,21.08014584,,4.0,,1931.0,26.0
3300,3300.0,74.0,4,blok,3,plastikowe,miejskie,do zamieszkania,52.1392936,21.0610217,,3.0,wielka płyta,,38.0
2500,,40.0,2,,1,,,,52.2285719,21.0579154,,2.0,,1955.0,20.0
2500,2500.0,38.0,2,blok,4,plastikowe,miejskie,do zamieszkania,,,360.0,9.0,wielka płyta,1970.0,
1900,2500.0,25.0,1,blok,9,plastikowe,miejskie,do zamieszkania,52.26111220000001,20.9975701,225.0,10.0,wielka płyta,1960.0,24.0
7000,7000.0,110.0,3,apartamentowiec,1,plastikowe,miejskie,do zamieszkania,52.233922899999996,21.030402600000002,,6.0,cegła,2000.0,14.0
2500,2500.0,48.6,2,blok,2,plastikowe,miejskie,do zamieszkania,52.19957720000001,20.9758693,700.0,8.0,cegła,2002.0,32.0
3400,6800.0,72.0,2,apartamentowiec,3,drewniane,miejskie,do zamieszkania,,,250.0,4.0,cegła,2007.0,
2200,2200.0,34.0,1,kamienica,parter,plastikowe,miejskie,,52.2058635,21.006186,,4.0,cegła,1936.0,22.0
2000,,32.0,1,blok,2,plastikowe,miejskie,do zamieszkania,52.24091,20.91133,,4.0,,2019.0,36.0
2950,3000.0,59.0,2,apartamentowiec,1,drewniane,miejskie,do zamieszkania,52.222316657179476,20.93519120790405,1.0,5.0,beton komórkowy,2009.0,29.0
3700,,56.0,2,apartamentowiec,2,drewniane,miejskie,do zamieszkania,52.2098607,21.0232717,,6.0,cegła,2017.0,25.0
2500,2500.0,38.0,2,blok,5,plastikowe,miejskie,do zamieszkania,52.233129999999996,21.019000000000002,310.0,9.0,pustak,,15.0
3250,6500.0,47.23,2,apartamentowiec,parter,drewniane,miejskie,do zamieszkania,52.20417,21.00083,1.0,7.0,,2017.0,25.0
3500,7000.0,47.23,2,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.25413478195304,20.995293843841548,1.0,10.0,,2012.0,22.0
2400,2400.0,43.44,2,blok,1,plastikowe,miejskie,do zamieszkania,52.1635812,20.9922671,500.0,6.0,żelbet,2018.0,38.0
1900,2000.0,53.0,2,blok,4,plastikowe,gazowe,do zamieszkania,52.33947943992678,20.938028396301274,,4.0,,2004.0,61.0
3850,4000.0,38.0,2,kamienica,1,,miejskie,do zamieszkania,52.20256754997058,21.021157398486327,,4.0,cegła,1935.0,28.0
8700,,110.0,3,apartamentowiec,> 10,,,,52.25423,20.995489000000003,,19.0,cegła,2010.0,23.0
3700,3700.0,65.0,3,apartamentowiec,2,plastikowe,miejskie,do zamieszkania,52.23220560000001,21.0594866,,5.0,cegła,2008.0,18.0
2650,3000.0,37.0,2,kamienica,1,drewniane,miejskie,do zamieszkania,52.25268741258543,21.042224571533204,1.0,5.0,cegła,1914.0,30.0
1900,2000.0,41.0,2,blok,2,plastikowe,miejskie,do zamieszkania,52.32126358356143,20.97491060821533,500.0,3.0,cegła,2019.0,45.0
2800,5600.0,51.23,3,kamienica,1,,,,52.187521200000006,21.069015,800.0,2.0,,,40.0
3280,3280.0,80.0,3,apartamentowiec,6,plastikowe,miejskie,do zamieszkania,,,,8.0,cegła,2001.0,
2250,2300.0,45.0,2,apartamentowiec,2,drewniane,gazowe,do zamieszkania,52.28368356411124,20.900409710095214,1.0,2.0,,,42.0
2500,,40.0,2,apartamentowiec,3,,miejskie,do zamieszkania,52.2608094,20.9683115,350.0,,,2016.0,33.0
5000,,50.0,2,apartamentowiec,3,drewniane,miejskie,,52.2026787,21.0176207,700.0,,cegła,2018.0,31.0
2499,2700.0,30.0,1,apartamentowiec,parter,plastikowe,miejskie,do zamieszkania,52.224582431481,20.942869054522703,,,cegła,2018.0,29.0
25000,,250.0,6,apartamentowiec,> 10,,,do zamieszkania,,,,13.0,,2012.0,
8000,,94.0,4,,3,,,,,,,6.0,,1967.0,
10900,,132.0,4,kamienica,2,drewniane,,do zamieszkania,,,,6.0,cegła,1936.0,
3000,,56.0,2,apartamentowiec,1,drewniane,miejskie,do zamieszkania,,,,3.0,cegła,2015.0,
9200,,93.0,3,apartamentowiec,6,,,do zamieszkania,,,,7.0,,2008.0,
5500,,68.0,3,apartamentowiec,8,,,,,,,9.0,,2015.0,
11000,,147.0,4,apartamentowiec,7,drewniane,miejskie,do zamieszkania,,,,10.0,,2007.0,
6000,,82.0,3,apartamentowiec,2,,,do zamieszkania,,,,6.0,,2011.0,
12000,,130.5,4,apartamentowiec,4,,,do zamieszkania,,,,12.0,,2018.0,
6500,,65.0,2,kamienica,2,,,do zamieszkania,,,,5.0,,1900.0,
8500,,104.0,3,,9,,,do zamieszkania,,,,11.0,,2011.0,
8000,,84.0,3,kamienica,3,,,do zamieszkania,,,,6.0,,2017.0,
9000,,54.0,2,apartamentowiec,> 10,,,do zamieszkania,,,,44.0,,2011.0,
2600,2600.0,35.0,2,blok,4,plastikowe,miejskie,do zamieszkania,52.23614,21.00817,,5.0,inne,2015.0,12.383333333333333
1980,2000.0,30.0,1,blok,9,plastikowe,,do zamieszkania,52.289863700000005,21.0297177,300.0,,beton,2018.0,36.0
8000,,120.0,4,,2,,,do zamieszkania,52.2460712,21.0184026,,2.0,cegła,1930.0,24.0
1990,,36.8,2,blok,10,,miejskie,do remontu,52.2225771,20.9830485,,10.0,,1968.0,20.0
2600,,56.0,3,apartamentowiec,1,,,,52.163554179482425,21.07626775634766,,4.0,,,45.0
2100,2100.0,20.0,1,blok,3,plastikowe,miejskie,do zamieszkania,52.2268907,21.0123658,,10.0,beton komórkowy,1973.0,14.0
1800,1800.0,28.0,1,blok,10,plastikowe,miejskie,do zamieszkania,,,,10.0,wielka płyta,1970.0,
1900,2500.0,45.0,2,blok,2,plastikowe,miejskie,do zamieszkania,52.15140170000001,21.0305816,600.0,3.0,wielka płyta,1976.0,42.0
2800,,50.4,2,apartamentowiec,5,plastikowe,miejskie,do zamieszkania,52.23220560000001,21.0594866,,6.0,cegła,2008.0,18.0
3100,3100.0,56.0,2,apartamentowiec,,,miejskie,,52.2595722,20.979911899999998,,6.0,,,31.0
2700,3000.0,79.0,3,blok,1,plastikowe,miejskie,do zamieszkania,52.25730129453416,20.91840983593749,200.0,6.0,,1995.0,45.0
3200,3200.0,55.0,2,apartamentowiec,4,plastikowe,miejskie,do zamieszkania,52.211947818561384,21.059411191540523,1.0,4.0,cegła,2008.0,35.0
2150,2800.0,47.0,2,blok,6,plastikowe,miejskie,do zamieszkania,52.1763227,21.0682764,,10.0,,,39.0
2899,3300.0,59.0,2,apartamentowiec,1,,,do zamieszkania,52.1733134,20.9998,400.0,6.0,,2018.0,36.0
2200,3000.0,37.0,2,apartamentowiec,1,plastikowe,,do zamieszkania,52.200145736737035,20.891912332458503,,4.0,cegła,2018.0,40.0
2950,2950.0,72.05,3,blok,3,drewniane,miejskie,do zamieszkania,52.16329657422125,21.0194629,,3.0,cegła,1994.0,38.0
2600,,54.0,2,apartamentowiec,5,,miejskie,do zamieszkania,52.229969,21.0743062,,6.0,cegła,2016.0,30.0
2500,,56.0,2,apartamentowiec,6,,,,52.2219815,20.9311301,,9.0,cegła,2010.0,30.0
2800,,45.0,2,,2,,,,52.257102,20.9580963,,6.0,,2016.0,41.0
2600,2700.0,65.0,3,,1,plastikowe,miejskie,do zamieszkania,52.3102751,21.0620732,,3.0,,2005.0,49.0
2800,,40.0,2,,2,,,,52.2564018,20.9574961,,6.0,,2016.0,42.0
4150,,80.0,3,,4,,,,52.2136,21.0194,,5.0,,1948.0,21.0
2100,2100.0,44.0,2,blok,7,plastikowe,miejskie,do zamieszkania,52.2757070583607,20.91802210367431,,15.0,wielka płyta,,46.0
2200,,48.0,2,apartamentowiec,parter,drewniane,miejskie,,52.2515911,20.882801100000002,,4.0,,2009.0,48.0
2500,4000.0,43.0,2,apartamentowiec,1,plastikowe,miejskie,do zamieszkania,52.22864486671179,21.07248338104248,,5.0,pustak,2017.0,32.0
3600,7200.0,76.0,3,apartamentowiec,2,plastikowe,miejskie,do zamieszkania,52.22748826057102,21.076860746154786,,,pustak,2012.0,24.0
2450,2450.0,48.0,3,blok,7,plastikowe,miejskie,do zamieszkania,,,480.0,10.0,wielka płyta,1980.0,
1000,1000.0,72.0,3,blok,parter,drewniane,miejskie,do zamieszkania,,,275.0,3.0,cegła,1996.0,
2500,3000.0,61.13,2,apartamentowiec,5,plastikowe,miejskie,do zamieszkania,52.244450605927106,20.966588511526638,593.0,6.0,beton,2015.0,32.0
2500,2900.0,38.0,2,apartamentowiec,2,,miejskie,do zamieszkania,,,400.0,,,2019.0,
2250,2600.0,40.0,2,,3,,,,52.1806,20.951529999999998,350.0,5.0,,2016.0,40.0
2500,,36.0,1,blok,parter,,,do zamieszkania,52.16,21.06,,4.0,,,57.0
2600,2500.0,46.0,2,blok,6,plastikowe,miejskie,do zamieszkania,52.21316956111744,20.970818141809705,,,cegła,1955.0,26.0
3000,3500.0,51.0,2,apartamentowiec,7,drewniane,miejskie,do zamieszkania,52.17484523083572,20.999761824914547,500.0,9.0,cegła,2012.0,43.0
4400,,84.0,3,,4,,,,52.2542779,20.993851,,6.0,,2010.0,24.0
2000,2000.0,42.0,2,blok,7,plastikowe,miejskie,do zamieszkania,52.23963701006743,20.910610659094246,,12.0,cegła,2009.0,33.0
4200,4500.0,53.0,2,blok,5,,,do zamieszkania,52.22667927923686,20.98205685029297,1.0,7.0,,2019.0,23.0
2499,3000.0,50.0,2,blok,5,plastikowe,miejskie,do zamieszkania,52.15535291700442,21.03467193745117,,12.0,cegła,2008.0,32.0
3250,3250.0,36.0,2,apartamentowiec,6,plastikowe,miejskie,do zamieszkania,,,,6.0,,2019.0,
2500,3000.0,52.59,2,blok,4,plastikowe,miejskie,do zamieszkania,52.2338527,20.9288146,350.0,5.0,cegła,2019.0,28.0
2300,,65.0,3,apartamentowiec,5,plastikowe,miejskie,do zamieszkania,,,770.0,5.0,inne,2010.0,
3000,,50.0,2,,5,,,,52.175451,20.99977,,10.0,,2012.0,43.0
3600,,68.0,3,,3,drewniane,,,52.21756,21.00535,,4.0,cegła,1938.0,14.0
2200,,35.0,1,,1,plastikowe,,,52.24972,20.99709,,4.0,cegła,1955.0,21.0
3000,,70.0,3,,1,plastikowe,,,52.149965,21.042370000000002,,4.0,,1975.0,35.0
