Cena,Kaucja,Powierzchnia,Liczba pokoi,Rodzaj zabudowy,Piętro,Okna,Ogrzewanie,Stan wykończenia,φ,λ,Czynsz - dodatkowo,Liczba pięter,Materiał budynku,Rok budowy,Czas dojazdu do centrum
2500,,55.0,2,blok,1,plastikowe,miejskie,,52.2403602,20.9141513,,4.0,cegła,2002.0,29.0
1980,,54.0,2,,,,,,52.2675557,20.947068899999998,420.0,,,,30.0
2000,2800.0,46.2,2,blok,2,plastikowe,miejskie,do zamieszkania,52.256474100000005,21.0442914,500.0,,żelbet,1982.0,31.0
2600,,41.0,2,apartamentowiec,8,plastikowe,miejskie,do zamieszkania,52.27482273436754,20.96306206878662,,12.0,żelbet,2016.0,31.0
3000,,45.0,2,apartamentowiec,> 10,,miejskie,,,,1.0,,,2019.0,
2450,3000.0,45.0,2,apartamentowiec,> 10,,miejskie,do zamieszkania,,,550.0,,,2019.0,
3200,3200.0,59.0,3,kamienica,2,plastikowe,miejskie,do zamieszkania,52.205453799612634,21.002718015344247,,3.0,cegła,1936.0,24.0
2850,2850.0,48.0,2,apartamentowiec,3,,,do zamieszkania,,,,,,,
4300,4300.0,63.5,3,apartamentowiec,6,plastikowe,miejskie,do zamieszkania,52.187654200000004,21.003666500000012,,8.0,beton komórkowy,2016.0,34.0
2500,2500.0,45.0,2,blok,4,drewniane,kotłownia,do zamieszkania,52.169721700000004,21.0737178,300.0,5.0,pustak,2006.0,40.0
2200,,32.0,1,kamienica,1,,miejskie,do zamieszkania,52.205389399999994,21.0312388,,3.0,,1929.0,24.0
2400,,27.0,1,kamienica,2,,miejskie,do zamieszkania,52.2358717,21.0213743,,6.0,,1911.0,19.0
6500,,110.0,3,kamienica,4,,miejskie,do zamieszkania,52.2183,21.016,,4.0,,1936.0,18.0
4900,8000.0,122.0,3,,parter,plastikowe,gazowe,,52.156129799999995,21.111628399999997,,3.0,inne,2002.0,62.0
3000,3000.0,56.0,2,blok,1,,miejskie,,52.1608237,21.0780113,1.0,4.0,cegła,2011.0,44.0
2650,,42.94,2,blok,1,,miejskie,,52.249759999999995,21.03572,,6.0,cegła,2019.0,29.0
3000,,60.0,2,,4,plastikowe,,,52.184221,21.043960000000002,,12.0,,2000.0,31.0
2400,3500.0,47.0,3,blok,2,plastikowe,miejskie,do zamieszkania,52.1975671566851,21.035635607391264,450.0,10.0,wielka płyta,1980.0,34.0
9000,,106.0,3,,1,,,,,,,5.0,,1939.0,
3000,3000.0,67.0,3,apartamentowiec,3,plastikowe,,do zamieszkania,52.2123083,20.9199768,,3.0,cegła,2005.0,38.0
3200,,50.0,2,kamienica,1,,miejskie,,52.23519,21.01622,,5.0,cegła,1908.0,18.0
8500,8500.0,58.0,2,apartamentowiec,> 10,aluminiowe,miejskie,,52.235492495585,21.001667065915,,44.0,inne,2015.0,
2650,3000.0,54.0,2,apartamentowiec,6,plastikowe,miejskie,do zamieszkania,52.23119620000001,21.091387100000002,,6.0,,2010.0,33.0
2100,2100.0,38.0,2,blok,parter,plastikowe,miejskie,do zamieszkania,52.294073661421244,21.01927784118652,,10.0,wielka płyta,1976.0,47.0
3600,3600.0,62.11,2,,2,plastikowe,,,52.224011,21.021,,6.0,cegła,1968.0,20.0
3000,,71.0,3,,3,,,,52.1600484,21.02942221,,3.0,,2001.0,29.0
2800,3000.0,40.21,2,apartamentowiec,3,,,,,,450.0,3.0,,2018.0,
2600,,52.0,2,,parter,drewniane,,,52.25472,20.932029999999997,500.0,5.0,cegła,2008.0,41.0
2700,2700.0,48.0,2,apartamentowiec,6,,miejskie,,52.1733134,20.9998,,7.0,,2015.0,36.0
2500,,57.5,2,,1,drewniane,,,,,,6.0,cegła,2004.0,
6600,,110.0,4,apartamentowiec,3,,miejskie,,52.2168695,21.016769500000002,,3.0,cegła,2004.0,19.0
6900,,78.0,3,apartamentowiec,2,drewniane,miejskie,,52.2407105,21.025806399999997,,6.0,cegła,2010.0,23.0
5500,5500.0,105.0,3,apartamentowiec,2,drewniane,miejskie,,52.215990999999995,21.0461263,,6.0,cegła,2001.0,26.0
1500,,30.0,1,blok,8,plastikowe,,,,,300.0,9.0,,,
4100,,68.0,2,apartamentowiec,2,,,,52.23440735,21.015584,,8.0,,,16.0
2500,,36.0,2,,5,,,,52.169290000000004,20.99767,,5.0,,2019.0,38.0
2700,2700.0,38.0,2,kamienica,parter,plastikowe,,,,,,4.0,cegła,,
3300,3300.0,72.2,3,blok,2,plastikowe,miejskie,do zamieszkania,52.1502146,21.0408464,,3.0,inne,1980.0,37.0
4900,,96.0,3,,2,,,,52.17171,21.05186,,5.0,,,43.0
2250,2250.0,37.0,1,apartamentowiec,4,,miejskie,do zamieszkania,52.2126461,21.0601849,,,,,33.0
2500,,60.0,3,,1,,,,52.2268343,21.015324600000003,,6.0,cegła,1960.0,15.0
3800,,70.0,3,apartamentowiec,7,,,,52.18368495,21.02554002,,8.0,cegła,2017.0,29.0
3500,3500.0,78.0,3,apartamentowiec,8,,miejskie,do zamieszkania,52.178303,21.0588332,1.0,8.0,,2008.0,36.0
3800,4400.0,84.0,3,apartamentowiec,4,,,,52.25573151141828,20.993531037469094,600.0,6.0,,2016.0,21.0
5900,,61.0,3,apartamentowiec,5,,,,,,,9.0,,,
2500,,37.0,2,,4,,,do zamieszkania,52.176368599999996,20.9943236,,7.0,cegła,2017.0,35.0
2500,,36.3,2,blok,3,,miejskie,,52.19076,21.02865,,12.0,,1967.0,36.0
2200,3000.0,60.0,3,blok,parter,plastikowe,miejskie,do zamieszkania,52.224466899999996,21.0859372,500.0,3.0,wielka płyta,1980.0,28.0
4500,4500.0,130.0,3,blok,5,,miejskie,,52.17083970000001,21.0798987,,5.0,cegła,,43.0
4950,,78.0,3,apartamentowiec,> 10,,,,,,,16.0,,,
2600,,45.0,2,apartamentowiec,10,,,,,,,11.0,,2019.0,
3300,,60.0,3,,1,,,,,,,10.0,,,
9000,,80.0,2,apartamentowiec,2,aluminiowe,miejskie,do zamieszkania,52.24033639,21.02821827,,,,2009.0,20.0
3500,,54.0,3,,1,,miejskie,do zamieszkania,52.22450535,20.94217523,,5.0,,2018.0,29.0
2599,,68.0,2,kamienica,4,plastikowe,miejskie,do zamieszkania,52.2383941,20.97783695,600.0,5.0,,1965.0,21.0
3000,,50.0,2,apartamentowiec,5,,miejskie,do zamieszkania,52.1691,21.0206,,10.0,,2009.0,35.0
25000,,250.0,6,apartamentowiec,> 10,,miejskie,do zamieszkania,52.2373794,21.001476699999998,,13.0,,,14.116666666666667
2800,,55.0,2,apartamentowiec,4,,miejskie,,,,,,cegła,2011.0,
2000,,37.3,2,kamienica,3,,miejskie,do zamieszkania,52.20183,20.97919,340.0,3.0,cegła,1950.0,28.0
10000,,70.0,3,kamienica,parter,,miejskie,,,,,5.0,cegła,1895.0,
6500,,140.0,4,blok,8,,miejskie,,52.18588,21.02198,,13.0,inne,2002.0,31.0
2500,5000.0,27.25,1,blok,1,plastikowe,miejskie,,52.270726,20.95233,300.0,4.0,,,36.0
2900,,33.0,2,apartamentowiec,> 10,,,,52.2337,20.9688,,16.0,,2018.0,20.0
4500,,85.0,3,kamienica,2,,,,52.2254,21.0074,,4.0,,,
2300,,45.0,2,blok,2,,miejskie,,52.28240263,21.028862,,3.0,,1998.0,36.0
3100,3100.0,50.0,2,apartamentowiec,7,drewniane,miejskie,,52.230203499999995,20.9850475,500.0,7.0,inne,2009.0,9.0
7000,,81.0,3,apartamentowiec,7,drewniane,miejskie,,52.2407105,21.025806399999997,,7.0,cegła,,23.0
2250,,48.0,3,blok,1,,,,,,550.0,4.0,,,
2400,,40.0,2,,4,,miejskie,do zamieszkania,52.243011700000004,21.01351974,,5.0,żelbet,1965.0,20.0
3500,,52.0,2,kamienica,1,,miejskie,,52.22753071,21.02057457,,2.0,,1936.0,16.0
2400,,45.17,2,apartamentowiec,5,,miejskie,do zamieszkania,52.204280700000005,20.9959162,,5.0,cegła,2007.0,30.0
8900,,98.5,3,blok,4,,miejskie,,52.22246,21.02001,,6.0,,1955.0,18.0
2600,,40.0,2,blok,7,,miejskie,,52.235192,20.9721307,400.0,16.0,,2018.0,25.0
2070,,39.0,1,blok,1,,miejskie,,52.264769799999996,20.9520675,280.0,3.0,,2002.0,39.0
3100,3100.0,36.0,2,kamienica,4,drewniane,miejskie,do zamieszkania,52.2284047,21.0146329,,5.0,inne,1912.0,13.0
4500,,37.0,2,,4,,,,52.22999,20.99866,,5.0,,,12.0
2500,2500.0,36.0,2,,5,plastikowe,miejskie,do zamieszkania,52.229296999999995,20.9954665,,8.0,cegła,1970.0,15.0
2200,,51.8,2,kamienica,parter,plastikowe,miejskie,do zamieszkania,,,,3.0,cegła,1933.0,
4150,4150.0,75.0,3,apartamentowiec,parter,drewniane,miejskie,,52.2043435,20.9965113,850.0,5.0,cegła,2009.0,29.0
2000,2000.0,43.0,2,blok,5,plastikowe,miejskie,do zamieszkania,52.240293996510566,20.909366114111336,,12.0,cegła,2009.0,35.0
30000,,372.0,6,apartamentowiec,8,drewniane,miejskie,,52.2307275,20.995989,,8.0,,2012.0,13.0
2000,,36.0,2,blok,3,,,do zamieszkania,52.24822409601342,21.0958353131836,,,,,33.0
6899,,67.0,3,kamienica,1,,,,52.22626375,21.01276479,1200.0,6.0,cegła,1890.0,14.0
6500,,95.0,3,kamienica,3,drewniane,miejskie,,52.1469533,21.2426086,,6.0,cegła,,67.0
14000,,77.0,3,apartamentowiec,8,,,,,,,46.0,,,
2500,,50.0,2,kamienica,2,,miejskie,,52.2489,21.0119,,3.0,cegła,1945.0,24.0
3000,,73.0,3,,1,,,,,,,6.0,,2006.0,
2999,3700.0,56.0,3,apartamentowiec,1,plastikowe,miejskie,do zamieszkania,,,500.0,,,,
4500,,86.0,3,apartamentowiec,8,,miejskie,,52.23033,20.993270000000003,,8.0,cegła,2004.0,11.0
4100,5100.0,93.0,4,apartamentowiec,5,,miejskie,,52.23,20.9921,1000.0,7.0,cegła,,13.0
3500,3950.0,80.0,3,apartamentowiec,5,plastikowe,miejskie,do zamieszkania,52.1751483,21.0128004,450.0,7.0,,2013.0,31.0
4000,,58.0,2,apartamentowiec,3,,miejskie,do zamieszkania,52.2263,20.9829,,7.0,,2017.0,21.0
4900,,96.0,3,,2,,,,,,,3.0,,2010.0,
2500,2500.0,35.0,2,kamienica,2,plastikowe,miejskie,do zamieszkania,52.203816100000004,21.020854800000002,,3.0,cegła,1950.0,28.0
6500,,134.0,5,,1,drewniane,,,52.1582986,21.0552897,,,,,44.0
2600,,40.0,2,,2,plastikowe,miejskie,,52.234103999999995,20.97912,,6.0,,2017.0,19.0
6000,,118.0,3,kamienica,3,,gazowe,,52.19648,21.022289999999998,,3.0,cegła,1930.0,31.0
2450,2450.0,42.0,1,blok,1,,,do zamieszkania,52.23338,20.957179999999997,,,,,41.0
9000,,80.0,2,apartamentowiec,4,,miejskie,do zamieszkania,,,,4.0,,2012.0,
2000,2000.0,38.0,2,,3,,,,52.322105900000004,20.9394888,,4.0,,,54.0
2750,3000.0,46.0,2,apartamentowiec,4,,miejskie,do zamieszkania,52.2251949,20.929785199999998,,7.0,,2019.0,31.0
2500,2500.0,52.0,2,blok,parter,plastikowe,miejskie,do zamieszkania,52.206351399999996,21.1773555,,4.0,cegła,,42.0
2500,2000.0,38.0,2,kamienica,1,plastikowe,miejskie,do zamieszkania,52.23500847535684,20.97013862923584,,6.0,cegła,,25.0
6500,,92.0,3,,3,,,,52.2161801,21.02171567,,5.0,,1950.0,27.0
3700,,84.0,3,,1,,,,52.15509765,21.05317842,,2.0,,2005.0,42.0
2800,,42.0,2,,6,,,,52.22260065,21.01604581,,6.0,,1950.0,16.0
2650,,35.0,2,,3,,,,52.23984565,20.97600583,,4.0,,1938.0,23.0
2600,,46.0,2,kamienica,1,,,do zamieszkania,52.2060571,20.999949800000003,,4.0,,1936.0,22.0
5900,6000.0,110.0,4,blok,8,drewniane,miejskie,do zamieszkania,52.188718535072695,20.98899084287616,1.0,12.0,inne,2010.0,45.0
3200,,47.0,2,blok,5,,miejskie,do zamieszkania,,,,7.0,cegła,1961.0,
2500,,49.0,2,apartamentowiec,6,drewniane,miejskie,do zamieszkania,52.1737277,21.0486322,,6.0,cegła,2006.0,36.0
2750,3300.0,60.0,3,blok,9,plastikowe,miejskie,do zamieszkania,52.239039,21.1109131,550.0,15.0,,,39.0
3100,,89.0,4,,4,,,,52.23989,20.911371,,4.0,,2004.0,34.0
5500,,100.0,2,,2,,,,52.239540000000005,20.98173,,8.0,,2008.0,23.0
1990,2800.0,50.0,2,blok,2,drewniane,miejskie,do zamieszkania,52.288453100000005,21.035601800000002,600.0,10.0,inne,1980.0,39.0
9900,,129.0,5,,7,,,,52.17347,21.0518,,7.0,,2018.0,39.0
2500,2500.0,40.0,2,blok,1,plastikowe,miejskie,do zamieszkania,52.247085498223974,20.96255646295166,,7.0,żelbet,2016.0,30.0
8700,,153.0,3,apartamentowiec,9,drewniane,miejskie,do zamieszkania,52.2370649,21.002357,,11.0,cegła,2001.0,
2500,3500.0,45.0,2,apartamentowiec,2,plastikowe,miejskie,do zamieszkania,52.2628553,21.0398899,350.0,5.0,cegła,2018.0,30.0
3000,,50.0,2,blok,4,,,do zamieszkania,,,,5.0,,,
4500,,128.0,4,,parter,,,,,,,1.0,cegła,1995.0,
8900,,136.0,5,,parter,,,,52.16773,21.11054,,2.0,,2014.0,53.0
7500,,145.0,5,,> 10,,,,52.18463,21.04392,,11.0,,2001.0,31.0
8300,,100.0,3,,4,,,,52.16552,21.08034,,4.0,,2017.0,45.0
7500,,103.51,3,,1,,,,52.16248,21.078139999999998,,4.0,,2009.0,44.0
4500,,80.0,2,,parter,,,,52.20893,21.024639999999998,,6.0,,2011.0,27.0
7000,,76.0,3,,parter,,miejskie,,52.15613,21.111629999999998,,4.0,cegła,2008.0,62.0
16000,,167.0,4,kamienica,1,,miejskie,,52.212759999999996,21.02366,,6.0,cegła,1901.0,25.0
3500,,40.0,2,,4,,,,52.226690000000005,21.0169,,6.0,,,16.0
5200,,110.0,4,,2,,miejskie,,52.1639,21.07591,,4.0,cegła,2007.0,45.0
7500,,105.0,3,,3,,,,52.22198,21.02296,,4.0,,1926.0,23.0
6500,,125.0,3,apartamentowiec,1,,,,52.172709999999995,21.08781,,2.0,cegła,2006.0,52.0
5200,,120.0,3,,parter,,,,52.175940000000004,21.07858,,3.0,,2011.0,40.0
7500,,170.0,4,,1,,,,52.16728,21.0861,,2.0,,2004.0,40.0
5000,,78.0,3,,parter,,,,52.15937,21.0809,,4.0,,2007.0,44.0
6300,,63.0,2,,3,,,,52.23577,21.005589999999998,,7.0,,2007.0,9.0
6000,,132.7,3,,3,,,,52.20195,21.02672,,4.0,,2005.0,31.0
5500,,118.0,4,,2,,miejskie,,52.1641,21.07314,,3.0,cegła,2009.0,40.0
16000,,180.0,4,kamienica,5,,miejskie,,52.23587,21.02137,,6.0,cegła,,19.0
6000,,115.0,3,,1,,,,,,,6.0,cegła,2008.0,
10000,,160.0,4,,parter,,,,52.18574,21.0297,,2.0,,,35.0
3000,3000.0,43.0,2,blok,4,drewniane,miejskie,do zamieszkania,52.23345778708557,20.969065745629887,500.0,16.0,silikat,2018.0,28.0
1700,1700.0,40.0,1,blok,4,plastikowe,,do zamieszkania,,,,4.0,,,
1600,1750.0,19.0,1,kamienica,1,,kotłownia,,52.179906200000005,20.9478161,,1.0,cegła,1937.0,34.0
2200,,45.0,2,apartamentowiec,3,plastikowe,miejskie,do zamieszkania,52.2330263,21.053261,,5.0,cegła,2008.0,26.0
3500,,53.0,2,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.2042321,21.0037082,,5.0,cegła,2008.0,27.0
9000,,98.0,3,apartamentowiec,5,drewniane,,,52.2298015,21.038103,,7.0,,2019.0,22.0
2700,,45.0,2,,5,plastikowe,,,52.2005131,20.964354699999998,,6.0,cegła,2014.0,35.0
6500,,92.0,3,apartamentowiec,3,,,do zamieszkania,52.215714934871976,21.022612482000735,,5.0,,,24.0
3200,3200.0,49.0,2,blok,3,plastikowe,miejskie,,,,,10.0,,1972.0,
3250,6500.0,47.0,2,apartamentowiec,parter,drewniane,,,52.186527000000005,21.003429999999998,,7.0,,2017.0,36.0
4600,,90.0,3,,4,,,,,,,,,,
2900,2900.0,63.0,2,apartamentowiec,4,,,do zamieszkania,52.158638563705864,21.08071496668701,,4.0,,2008.0,39.0
3900,,109.0,4,blok,4,plastikowe,miejskie,,,,1100.0,6.0,cegła,2000.0,
2700,,50.0,2,blok,2,plastikowe,miejskie,,52.269758,21.04835,,6.0,cegła,2019.0,32.0
6500,,96.0,3,apartamentowiec,5,,miejskie,,52.2543,20.98424,,13.0,,2000.0,21.0
2700,,55.0,3,blok,7,plastikowe,miejskie,do zamieszkania,52.27153858918231,20.931537655017085,,10.0,żelbet,1975.0,38.0
2200,3000.0,37.0,2,blok,3,plastikowe,miejskie,do zamieszkania,,,400.0,6.0,silikat,2013.0,
2700,,42.0,2,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.169819736149655,20.997796892780066,,6.0,,2008.0,36.0
2950,,64.0,4,blok,1,plastikowe,miejskie,do zamieszkania,52.23614,21.00817,,4.0,,1975.0,12.383333333333333
2500,,63.0,3,apartamentowiec,5,drewniane,miejskie,do zamieszkania,52.23614,21.00817,,6.0,,,12.383333333333333
2100,,36.0,1,apartamentowiec,2,,miejskie,do zamieszkania,,,,,,2019.0,
4500,,54.0,3,blok,10,,,,52.23614,21.00817,,10.0,,2015.0,12.383333333333333
3700,,86.0,3,apartamentowiec,1,drewniane,miejskie,do zamieszkania,52.1702575258435,20.997457760977746,,6.0,,2008.0,36.0
2400,,53.0,2,blok,3,plastikowe,miejskie,do zamieszkania,52.19832,21.01715,,4.0,,2012.0,24.0
2600,,70.0,3,blok,8,,miejskie,do zamieszkania,52.19592,21.014029999999998,,10.0,wielka płyta,1978.0,23.0
3250,6500.0,47.0,2,,,plastikowe,miejskie,,52.1855391,21.0048773,,,cegła,,35.0
2700,,39.0,2,,3,,,,,,,5.0,,1936.0,
2100,,37.2,2,blok,3,,miejskie,do zamieszkania,52.20881,20.9652,,4.0,żelbet,1960.0,26.0
2850,,49.0,2,apartamentowiec,5,,miejskie,do zamieszkania,52.2725527,20.9963267,,5.0,cegła,2016.0,34.0
2700,,57.0,3,apartamentowiec,3,,miejskie,do zamieszkania,,,1.0,8.0,cegła,2013.0,
4500,,85.0,3,kamienica,2,,gazowe,,52.2285,21.0057,,4.0,cegła,,7.133333333333334
2500,,45.0,2,blok,parter,,,,52.23899841,20.93400002,,3.0,,2003.0,27.0
8500,,53.0,2,apartamentowiec,> 10,,miejskie,do zamieszkania,52.2352,21.0019,,44.0,,2013.0,
8000,8000.0,56.0,2,apartamentowiec,> 10,aluminiowe,miejskie,,52.235597623886,21.001677794751,,44.0,inne,2015.0,
2900,2900.0,60.0,2,kamienica,4,plastikowe,miejskie,do zamieszkania,52.2200206,21.0090509,1.0,4.0,cegła,,16.0
4500,4500.0,86.0,3,apartamentowiec,8,drewniane,miejskie,,52.234668799999994,20.9907818,,8.0,,2004.0,14.0
5600,5000.0,143.0,4,apartamentowiec,6,drewniane,miejskie,,52.2451871,20.9908732,,,,2003.0,20.0
2800,,60.0,2,kamienica,4,plastikowe,,do zamieszkania,52.220964,21.0098,,6.0,,1934.0,18.0
2300,,46.0,2,blok,3,,miejskie,,52.2353684,21.092001100000004,,11.0,,1978.0,33.0
1800,,41.0,2,,7,,,,52.2301481,20.9696105,,17.0,,2009.0,17.0
3200,,58.0,3,,3,,,,52.216590000000004,21.02016,,5.0,,1952.0,23.0
1800,,42.0,2,,3,,,,52.2447147,20.9541722,530.0,3.0,,1950.0,38.0
1640,,24.0,1,,1,,,,52.240573100000006,20.9702388,,4.0,,,27.0
2150,,58.78,2,blok,parter,,gazowe,do zamieszkania,52.205902,20.916413600000002,,2.0,cegła,1937.0,22.0
2500,,43.0,2,apartamentowiec,parter,,miejskie,do zamieszkania,52.24635,20.904410000000002,,4.0,,2017.0,38.0
8500,,147.9,5,apartamentowiec,2,,miejskie,do zamieszkania,52.20549005,20.99802355,1100.0,5.0,,2006.0,23.0
3400,,59.35,2,apartamentowiec,parter,,miejskie,,52.2041945,20.9968523,,3.0,,,28.0
1800,,36.0,1,apartamentowiec,7,,miejskie,,52.1931,20.9737,,7.0,cegła,1998.0,25.0
2900,,52.0,2,,parter,,,,51.91944,19.145139999999998,,4.0,,,
2200,,50.0,2,kamienica,parter,,miejskie,,52.2479,20.9897,,4.0,cegła,1960.0,21.0
4200,,50.0,2,,6,drewniane,miejskie,do zamieszkania,52.22429635,21.03971738,,7.0,,2010.0,22.0
3500,,43.0,2,,5,,,,,,,,,,
7600,,73.0,3,apartamentowiec,> 10,aluminiowe,miejskie,do zamieszkania,52.2334907,20.9873565,,22.0,,2010.0,18.0
3300,,44.0,2,apartamentowiec,1,drewniane,miejskie,do zamieszkania,52.2314593,20.977108899999998,,16.0,,2016.0,18.0
2500,2500.0,44.0,2,kamienica,1,,miejskie,do zamieszkania,52.2416811,20.9755508,,,cegła,,24.0
1500,1500.0,36.0,1,blok,parter,plastikowe,inne,,52.3127422,21.0729753,,2.0,cegła,2008.0,57.0
2000,2300.0,33.33,2,kamienica,,,,,,,263.0,,,,
2150,,58.78,2,blok,1,,gazowe,do zamieszkania,52.205902,20.916413600000002,,2.0,cegła,1937.0,22.0
2200,2200.0,43.0,2,blok,2,plastikowe,miejskie,do zamieszkania,52.23870251763069,20.89558006866455,,3.0,cegła,2012.0,39.0
1700,1700.0,19.0,1,apartamentowiec,,,,,52.180316819955046,21.013229552132707,1.0,,,,30.0
2400,2900.0,57.0,2,apartamentowiec,> 10,,miejskie,,52.1467751,21.0500815,500.0,15.0,,,34.0
2500,2500.0,55.0,2,blok,1,plastikowe,miejskie,do zamieszkania,,,,2.0,cegła,2018.0,
6500,6500.0,103.0,4,apartamentowiec,2,plastikowe,miejskie,,52.207975899999994,21.010421100000002,,8.0,cegła,,19.0
8000,,78.0,4,apartamentowiec,2,drewniane,miejskie,,52.2407105,21.025806399999997,,6.0,cegła,2010.0,23.0
6900,,53.22,2,apartamentowiec,10,,miejskie,,52.231642,20.996098800000002,,,,,11.0
4000,4500.0,57.5,3,apartamentowiec,5,plastikowe,miejskie,,52.226619,20.982086399999996,,6.0,cegła,2018.0,23.0
2650,,39.0,2,apartamentowiec,8,plastikowe,miejskie,do zamieszkania,,,,,,2018.0,
2000,,41.0,2,blok,8,plastikowe,miejskie,,52.24463370000001,20.9910026,,15.0,,,18.0
11000,,260.0,3,szeregowiec,parter,plastikowe,miejskie,do zamieszkania,52.269709999999996,20.98462,,1.0,cegła,,20.0
13800,,216.0,4,apartamentowiec,> 10,drewniane,miejskie,do zamieszkania,,,,13.0,cegła,2011.0,
10000,,118.0,3,apartamentowiec,8,drewniane,miejskie,do zamieszkania,,,,13.0,inne,2011.0,
2500,,50.0,2,apartamentowiec,6,drewniane,miejskie,do zamieszkania,52.1736718,21.048560100000003,,7.0,cegła,2007.0,36.0
2700,3000.0,40.0,2,apartamentowiec,2,plastikowe,miejskie,do zamieszkania,,,,7.0,,2019.0,
3900,,79.37,2,kamienica,4,,,,,,,4.0,,1913.0,
5900,,102.0,3,apartamentowiec,2,,,,52.166374,21.0797042,,4.0,cegła,2005.0,42.0
2200,,28.0,2,blok,7,plastikowe,miejskie,do zamieszkania,52.237744899999996,20.994874,200.0,15.0,cegła,1972.0,17.0
2799,,76.0,3,blok,1,plastikowe,miejskie,do zamieszkania,52.17471441,21.03178024,,3.0,cegła,2000.0,31.0
5000,,60.0,2,apartamentowiec,> 10,,miejskie,do zamieszkania,52.237404,21.0014382,,17.0,,2012.0,14.116666666666667
4990,,67.0,3,apartamentowiec,6,plastikowe,miejskie,,52.2251222,20.9782435,,6.0,cegła,2018.0,21.0
1800,,40.0,1,,parter,,,,,,,3.0,,2000.0,
3000,,45.0,2,,8,,,,52.23291755,20.96880194,,9.0,,2017.0,18.0
1950,,25.0,1,blok,9,,miejskie,,52.259840000000004,20.9959,,10.0,,1968.0,22.0
2400,,63.0,2,blok,1,,miejskie,,52.13442,21.05836,,3.0,,2000.0,44.0
2800,,35.0,2,blok,8,,miejskie,,52.24324,20.98001,,8.0,,2019.0,26.0
3000,3000.0,72.0,4,blok,7,plastikowe,kotłownia,do zamieszkania,52.2608905,21.058736800000002,660.0,7.0,beton,2008.0,37.0
2850,2850.0,49.0,2,apartamentowiec,5,drewniane,,,,,,5.0,cegła,2016.0,
1900,,32.8,1,blok,4,,miejskie,do zamieszkania,52.16192885,21.02757454,,10.0,wielka płyta,1981.0,27.0
1800,1800.0,50.0,1,dom wolnostojący,parter,,gazowe,,52.1923761,20.995981399999998,,,cegła,,40.0
2400,,39.0,1,kamienica,3,plastikowe,miejskie,,52.253307,20.99602,,3.0,,1952.0,21.0
6000,,140.0,3,apartamentowiec,5,drewniane,,,,,,6.0,,,
6500,6500.0,92.0,3,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.217308,21.0237853,,5.0,cegła,2010.0,23.0
3200,3200.0,45.0,2,apartamentowiec,2,drewniane,miejskie,do zamieszkania,52.2251283,20.9782803,400.0,9.0,inne,2018.0,21.0
2500,,37.35,2,blok,3,,miejskie,do zamieszkania,52.19481210000001,20.964598300000002,,10.0,żelbet,1968.0,27.0
2400,,31.06,2,blok,7,plastikowe,miejskie,do zamieszkania,52.17834095,21.01256313,,10.0,,,33.0
1900,1900.0,46.0,2,blok,7,plastikowe,miejskie,do zamieszkania,52.285167200000004,20.9365468,,10.0,,,30.0
2800,2900.0,65.0,2,kamienica,3,,,do zamieszkania,52.18599879999999,21.0268262,100.0,4.0,cegła,1929.0,30.0
3300,4800.0,45.0,2,kamienica,3,plastikowe,miejskie,do zamieszkania,52.2260345,21.0114119,,4.0,cegła,,16.0
3500,7000.0,47.0,2,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.252105,20.988954100000004,,10.0,,2012.0,23.0
3600,3600.0,90.0,3,apartamentowiec,4,drewniane,miejskie,do zamieszkania,52.1733134,20.9998,,6.0,cegła,2010.0,36.0
2800,3500.0,58.0,2,apartamentowiec,1,drewniane,miejskie,do zamieszkania,52.2512114,21.2328762,645.0,8.0,,2008.0,45.0
10000,,153.0,5,apartamentowiec,1,,,do zamieszkania,52.1941,20.9877,,4.0,cegła,2006.0,31.0
3000,3000.0,52.0,2,apartamentowiec,1,drewniane,miejskie,do zamieszkania,52.193688,20.987444699999998,,4.0,cegła,,32.0
2500,3000.0,60.0,3,apartamentowiec,1,drewniane,miejskie,do zamieszkania,52.261917700000005,20.9590478,500.0,6.0,cegła,2015.0,42.0
3000,3000.0,53.0,2,apartamentowiec,2,drewniane,miejskie,do zamieszkania,52.2595722,20.979911899999998,,8.0,cegła,2014.0,31.0
1350,,15.0,1,,4,,,,52.239824799999994,20.9760152,,4.0,,,23.0
3100,3100.0,50.0,2,apartamentowiec,4,,,do zamieszkania,52.1784293,20.993180399999996,1.0,,,2015.0,31.0
2600,,54.0,2,,1,plastikowe,,,,,,4.0,cegła,1962.0,
2100,2100.0,38.0,2,blok,3,plastikowe,miejskie,,52.2068997,21.0487295,,10.0,,1973.0,25.0
3000,3000.0,48.0,2,kamienica,5,,miejskie,do zamieszkania,52.233001678467,21.013000457764,,6.0,cegła,1965.0,14.0
1990,4000.0,55.0,3,blok,3,plastikowe,,,,,700.0,11.0,,,
5300,,100.0,3,blok,4,,miejskie,do zamieszkania,,,,4.0,cegła,2000.0,
3800,,55.0,2,apartamentowiec,1,,miejskie,do zamieszkania,52.2522021,21.0332234,,6.0,cegła,2005.0,26.0
3500,,103.0,4,apartamentowiec,3,,,do zamieszkania,,,,8.0,,2009.0,
