Cena,Powierzchnia,Liczba pokoi,Rynek,Rodzaj zabudowy,Piętro,Liczba pięter,Materiał budynku,Okna,Rok budowy,Stan wykończenia,Czynsz,Forma własności,φ,λ,Ogrzewanie,Czas dojazdu do centrum
989000.0,51.1,2,wtórny,kamienica,2,4.0,cegła,,1936.0,do zamieszkania,600 zł,pełna własność,52.2066935,21.0394703,,27.0
300000.0,21.4,1,wtórny,,parter,10.0,,,1980.0,,,spółdzielcze wł. z KW,52.17303,21.01042,,36.0
1335000.0,112.14,4,wtórny,,5,5.0,,,2005.0,,,pełna własność,52.13017,21.07228,,45.0
818773.0,63.52,3,wtórny,apartamentowiec,2,2.0,,,2019.0,do zamieszkania,,pełna własność,52.2126461,21.0601849,inne,36.0
595000.0,59.0,3,pierwotny,blok,,7.0,cegła,plastikowe,,,,pełna własność,52.17689851908233,20.9955755361796,miejskie,34.0
499000.0,61.42,3,wtórny,blok,9,15.0,,,1980.0,do zamieszkania,590 zł,pełna własność,,,,
700000.0,82.0,3,wtórny,blok,parter,4.0,,,2009.0,do zamieszkania,700 zł,pełna własność,,,,
480000.0,64.0,3,wtórny,blok,1,2.0,,,2003.0,,550 zł,spółdzielcze wł. z KW,,,,
439000.0,32.6,2,wtórny,kamienica,2,3.0,cegła,,1965.0,do zamieszkania,420 zł,pełna własność,52.19929554,21.03253562,miejskie,32.0
366000.0,59.0,4,pierwotny,blok,1,2.0,,plastikowe,2021.0,do wykończenia,,pełna własność,52.3241804,21.069108399999998,,49.0
490000.0,46.0,3,wtórny,blok,2,4.0,cegła,plastikowe,1962.0,,680 zł,spółdzielcze własnościowe,,,,
477000.0,54.63,3,wtórny,blok,9,9.0,wielka płyta,plastikowe,1980.0,do zamieszkania,557 zł,pełna własność,,,,
610260.0,87.0,4,wtórny,blok,10,12.0,wielka płyta,plastikowe,1989.0,do remontu,600 zł,spółdzielcze własnościowe,52.2206875,21.0987199,miejskie,37.0
2250000.0,64.0,2,wtórny,,> 10,52.0,,,2017.0,,,,52.231134999999995,21.00246,,4.116666666666666
799000.0,55.0,3,wtórny,apartamentowiec,1,5.0,cegła,plastikowe,2017.0,do zamieszkania,450 zł,pełna własność,,,miejskie,
788000.0,85.7,2,wtórny,,parter,3.0,,,1999.0,,1 600 zł,,52.173227000000004,21.05046,,35.0
850000.0,85.0,2,wtórny,apartamentowiec,> 10,13.0,,,2000.0,,,,52.254775,20.98503,,24.0
2115000.0,90.0,2,wtórny,apartamentowiec,2,6.0,,,2012.0,,680 zł,,52.241505,21.026310000000002,,23.0
740000.0,62.7,3,wtórny,apartamentowiec,4,5.0,,plastikowe,2017.0,,,,52.163177000000005,20.994870000000002,,44.0
1350000.0,115.0,3,wtórny,apartamentowiec,1,5.0,,plastikowe,1998.0,,,,52.193982,21.02766,,33.0
588000.0,56.0,3,wtórny,blok,4,4.0,,plastikowe,,do zamieszkania,500 zł,pełna własność,52.2686547,20.945146899999997,miejskie,44.0
650000.0,52.03,2,wtórny,apartamentowiec,4,5.0,,,2013.0,,,,52.194952,21.06513,,48.0
10900000.0,230.0,4,wtórny,apartamentowiec,3,5.0,,,2008.0,,,,52.209398,21.03133,,28.0
999000.0,98.5,4,wtórny,blok,5,6.0,inne,plastikowe,1999.0,do remontu,,spółdzielcze własnościowe,,,gazowe,
340000.0,29.0,1,pierwotny,blok,4,7.0,inne,plastikowe,2019.0,do wykończenia,300 zł,pełna własność,52.22297879999999,20.939500199999998,miejskie,34.0
479000.0,53.3,3,wtórny,blok,7,10.0,wielka płyta,plastikowe,1974.0,do zamieszkania,,pełna własność,52.28843,21.03076,miejskie,36.0
459000.0,90.3,3,wtórny,blok,3,3.0,cegła,plastikowe,2002.0,,,pełna własność,52.333999999999996,20.94876,inne,65.0
439000.0,54.7,3,wtórny,blok,parter,12.0,wielka płyta,plastikowe,1970.0,do zamieszkania,,spółdzielcze wł. z KW,52.276379999999996,20.92408,miejskie,42.0
499000.0,38.9,1,wtórny,blok,4,4.0,,plastikowe,,do zamieszkania,,pełna własność,,,miejskie,
715000.0,45.0,2,wtórny,kamienica,2,9.0,,,2018.0,,560 zł,pełna własność,,,,
725000.0,41.5,2,wtórny,apartamentowiec,4,4.0,cegła,plastikowe,2015.0,do zamieszkania,390 zł,pełna własność,52.25537812731375,21.042013439180266,miejskie,28.0
389000.0,29.0,1,wtórny,kamienica,parter,4.0,,plastikowe,1929.0,,440 zł,,,,,
569416.0,59.0,3,pierwotny,,parter,7.0,,plastikowe,2019.0,do wykończenia,670 zł,pełna własność,52.176821000000004,20.992276800000003,miejskie,35.0
720000.0,85.0,4,pierwotny,,1,7.0,,plastikowe,2019.0,do wykończenia,670 zł,pełna własność,52.176821000000004,20.992276800000003,miejskie,35.0
618000.0,59.0,3,pierwotny,,2,7.0,,plastikowe,2019.0,do wykończenia,670 zł,pełna własność,52.176821000000004,20.992276800000003,miejskie,35.0
341767.0,58.01,4,pierwotny,blok,1,2.0,,plastikowe,2021.0,do wykończenia,,pełna własność,52.3241804,21.069108399999998,,49.0
321730.0,55.0,3,pierwotny,blok,parter,2.0,,plastikowe,2021.0,do wykończenia,,pełna własność,52.3241804,21.069108399999998,,49.0
341767.0,58.0,4,pierwotny,blok,1,2.0,,plastikowe,2021.0,do wykończenia,,pełna własność,52.3241804,21.069108399999998,,49.0
320179.0,55.0,3,pierwotny,blok,2,2.0,,plastikowe,2021.0,do wykończenia,,pełna własność,52.3241804,21.069108399999998,,49.0
323484.0,55.0,3,pierwotny,blok,1,2.0,,plastikowe,2021.0,do wykończenia,,pełna własność,52.3241804,21.069108399999998,,49.0
279000.0,41.0,2,pierwotny,blok,parter,2.0,,plastikowe,2021.0,do wykończenia,,pełna własność,52.3241804,21.069108399999998,,49.0
524500.0,79.0,4,pierwotny,blok,5,5.0,,,2019.0,do wykończenia,,pełna własność,52.3071216,20.9887455,,47.0
352000.0,48.0,5,wtórny,blok,1,5.0,,,2019.0,do wykończenia,,pełna własność,52.3071216,20.9887455,,47.0
529500.0,79.0,4,pierwotny,blok,4,5.0,,,2019.0,do wykończenia,,pełna własność,52.3071216,20.9887455,,47.0
582799.0,79.0,4,pierwotny,blok,1,5.0,,plastikowe,2019.0,do wykończenia,,pełna własność,52.252648799999996,21.084919,miejskie,36.0
767000.0,72.2,2,wtórny,apartamentowiec,5,5.0,cegła,plastikowe,1996.0,,780 zł,spółdzielcze własnościowe,52.128858,21.06353,miejskie,42.0
990000.0,98.0,4,wtórny,,,3.0,,plastikowe,1994.0,,1 000 zł,,,,miejskie,
549440.0,54.0,2,wtórny,,2,5.0,,plastikowe,2001.0,,580 zł,,,,miejskie,
799000.0,70.3,3,wtórny,,2,4.0,,plastikowe,2001.0,,760 zł,,,,,
685000.0,65.17,3,wtórny,,1,3.0,,plastikowe,1998.0,,813 zł,,,,miejskie,
520000.0,68.2,3,wtórny,blok,1,2.0,cegła,,2008.0,do zamieszkania,630 zł,pełna własność,,,miejskie,
429000.0,50.0,3,wtórny,blok,9,10.0,wielka płyta,plastikowe,1974.0,do remontu,547 zł,spółdzielcze własnościowe,52.23516683441287,20.93542356301269,miejskie,32.0
399000.0,35.2,1,wtórny,blok,> 10,12.0,,plastikowe,,,274 zł,,,,miejskie,
310000.0,31.0,1,wtórny,blok,10,10.0,wielka płyta,,1974.0,do zamieszkania,350 zł,spółdzielcze własnościowe,,,miejskie,
590000.0,56.92,2,wtórny,kamienica,4,5.0,cegła,plastikowe,1932.0,do wykończenia,560 zł,pełna własność,52.206807,21.008944,miejskie,20.0
799000.0,72.0,3,wtórny,apartamentowiec,3,4.0,cegła,drewniane,2010.0,do zamieszkania,,pełna własność,52.166818320315286,21.07729772460938,miejskie,46.0
1080000.0,91.0,4,wtórny,,5,6.0,,,2015.0,,,pełna własność,52.168859999999995,20.99345,,44.0
445000.0,59.0,2,wtórny,blok,1,4.0,cegła,,2001.0,do zamieszkania,450 zł,pełna własność,,,inne,
393000.0,32.79,2,wtórny,blok,2,3.0,cegła,plastikowe,,do wykończenia,270 zł,pełna własność,52.23004742721602,20.9775684233026,miejskie,22.0
349900.0,54.0,2,wtórny,kamienica,3,3.0,cegła,,1953.0,do remontu,,pełna własność,52.191019744531076,20.882525830688483,miejskie,38.0
875000.0,71.0,2,wtórny,blok,3,8.0,cegła,plastikowe,2016.0,do zamieszkania,600 zł,pełna własność,52.178771747944744,21.02041156616211,miejskie,26.0
854282.0,60.0,2,pierwotny,apartamentowiec,3,8.0,,drewniane,2019.0,do wykończenia,,pełna własność,52.210073200000004,21.0281384,,28.0
3174600.0,159.0,5,pierwotny,apartamentowiec,7,8.0,,drewniane,2019.0,do wykończenia,,pełna własność,52.2077628,21.030026100000004,,23.0
509000.0,56.0,3,wtórny,blok,4,12.0,,plastikowe,,,490 zł,,,,,
1141749.0,89.0,4,pierwotny,apartamentowiec,3,8.0,,drewniane,2019.0,do wykończenia,,pełna własność,52.2077628,21.030026100000004,,23.0
3174600.0,159.0,5,pierwotny,apartamentowiec,7,8.0,,drewniane,2019.0,do wykończenia,,pełna własność,52.210073200000004,21.0281384,,28.0
4500000.0,204.6,5,pierwotny,apartamentowiec,8,8.0,,drewniane,2019.0,do wykończenia,,pełna własność,52.210073200000004,21.0281384,,28.0
1255584.0,96.0,4,pierwotny,apartamentowiec,2,8.0,,drewniane,2019.0,do wykończenia,,pełna własność,52.2077628,21.030026100000004,,23.0
1141749.0,89.0,4,pierwotny,apartamentowiec,3,8.0,,drewniane,2019.0,do wykończenia,,pełna własność,52.210073200000004,21.0281384,,28.0
854282.0,60.0,2,pierwotny,apartamentowiec,3,8.0,,drewniane,2019.0,do wykończenia,,pełna własność,52.2077628,21.030026100000004,,23.0
1080450.0,74.0,3,pierwotny,apartamentowiec,2,8.0,,drewniane,2019.0,do wykończenia,,pełna własność,52.2077628,21.030026100000004,,23.0
475000.0,61.3,3,wtórny,blok,3,3.0,cegła,plastikowe,2000.0,,500 zł,,,,,
405240.0,33.77,2,pierwotny,blok,1,4.0,,plastikowe,2019.0,do wykończenia,,pełna własność,,,,
438000.0,48.67,2,wtórny,,1,3.0,cegła,plastikowe,1955.0,,450 zł,pełna własność,,,miejskie,
368000.0,30.69,2,wtórny,kamienica,parter,3.0,cegła,,1955.0,do zamieszkania,430 zł,pełna własność,,,miejskie,
790000.0,74.8,3,wtórny,apartamentowiec,1,9.0,cegła,plastikowe,2009.0,do zamieszkania,700 zł,pełna własność,52.23614,21.00817,miejskie,12.383333333333333
560000.0,70.8,3,wtórny,blok,2,3.0,,plastikowe,2002.0,do zamieszkania,,pełna własność,52.3407225,20.9478089,gazowe,60.0
378200.0,59.56,4,pierwotny,blok,1,2.0,,plastikowe,2020.0,do wykończenia,,pełna własność,,,gazowe,
579000.0,59.0,3,wtórny,kamienica,1,6.0,,,1954.0,,,,52.19211409,21.01615906,,23.0
6790000.0,86.0,4,wtórny,blok,8,10.0,wielka płyta,,1976.0,do remontu,,,52.17780035,21.05001926,miejskie,33.0
630000.0,67.4,3,wtórny,blok,3,10.0,,,1979.0,,,,52.17452824,21.04210853,,37.0
599000.0,58.0,3,wtórny,,parter,6.0,,,1949.0,,,,52.2020261,21.0111299,,23.0
849000.0,53.7,3,wtórny,,3,4.0,,,1955.0,,,pełna własność,52.22380367,21.01123504,,20.433333333333334
769000.0,52.2,3,wtórny,,2,4.0,,,1957.0,,,,52.22314644,21.00607395,,17.0
416900.0,38.0,2,wtórny,,2,15.0,,,1974.0,,480 zł,spółdzielcze wł. z KW,52.21056997,21.04830265,,33.0
729000.0,63.5,3,wtórny,blok,3,3.0,,,1989.0,do zamieszkania,600 zł,spółdzielcze wł. z KW,52.13845186,21.0427331,miejskie,51.0
792000.0,77.5,3,wtórny,blok,2,3.0,cegła,drewniane,1997.0,do zamieszkania,700 zł,spółdzielcze własnościowe,52.12987898,21.0596323,,45.0
515000.0,56.0,3,wtórny,blok,3,4.0,żelbet,,1974.0,do wykończenia,550 zł,spółdzielcze własnościowe,52.189782799999996,21.0500099,miejskie,38.0
485000.0,56.0,3,wtórny,blok,1,4.0,wielka płyta,plastikowe,1973.0,do remontu,450 zł,,52.18364217,21.05731487,miejskie,34.0
629000.0,53.4,2,wtórny,,3,3.0,,,2010.0,do zamieszkania,,,52.159612100000004,21.07898712,miejskie,43.0
340400.0,37.4,2,wtórny,blok,1,4.0,,,1971.0,do zamieszkania,,pełna własność,52.17958305569124,20.976974655078124,miejskie,35.0
399000.0,37.02,2,wtórny,blok,3,3.0,cegła,plastikowe,1962.0,do zamieszkania,310 zł,pełna własność,52.24405237814619,20.982509541772465,miejskie,28.0
485000.0,46.0,2,wtórny,blok,2,7.0,,,2009.0,do zamieszkania,462 zł,pełna własność,52.2848995,20.9288291,miejskie,41.0
496650.0,45.15,2,wtórny,blok,5,6.0,,,1954.0,do zamieszkania,530 zł,pełna własność,52.2447177,20.9774473,miejskie,24.0
920000.0,80.0,3,wtórny,blok,1,5.0,,,2008.0,do zamieszkania,,pełna własność,52.2498873,21.037311199999998,miejskie,27.0
329000.0,43.3,2,wtórny,blok,2,4.0,,,2000.0,,,,52.3320224,20.9357309,,55.0
380000.0,38.83,2,pierwotny,blok,3,3.0,,plastikowe,2020.0,do wykończenia,,pełna własność,,,miejskie,
665600.0,78.49,3,pierwotny,apartamentowiec,1,3.0,,drewniane,2019.0,,,pełna własność,52.24168,21.08406,miejskie,35.0
495000.0,69.0,3,wtórny,,1,1.0,cegła,plastikowe,1998.0,do zamieszkania,850 zł,pełna własność,,,,
699000.0,66.57,3,wtórny,apartamentowiec,> 10,17.0,,,2019.0,do zamieszkania,500 zł,pełna własność,,,miejskie,
465000.0,48.0,3,wtórny,blok,5,15.0,wielka płyta,plastikowe,1972.0,do remontu,,,,,,
450000.0,37.5,2,wtórny,blok,8,10.0,,drewniane,1970.0,do zamieszkania,480 zł,spółdzielcze wł. z KW,,,,
499000.0,38.9,1,wtórny,blok,4,4.0,cegła,plastikowe,1952.0,do remontu,400 zł,pełna własność,,,,
583000.0,73.0,4,wtórny,blok,5,8.0,,drewniane,1985.0,do remontu,1 060 zł,spółdzielcze wł. z KW,,,,
1250000.0,49.89,2,wtórny,kamienica,2,5.0,cegła,drewniane,1928.0,,590 zł,pełna własność,,,,
870000.0,60.12,3,wtórny,blok,2,4.0,cegła,plastikowe,1950.0,do zamieszkania,541 zł,,,,,
520000.0,43.04,2,wtórny,blok,3,3.0,cegła,plastikowe,1955.0,do zamieszkania,567 zł,pełna własność,,,,
695000.0,50.0,2,wtórny,blok,8,10.0,,drewniane,2018.0,do zamieszkania,,pełna własność,,,,
1290000.0,127.28,5,wtórny,kamienica,5,5.0,cegła,plastikowe,1950.0,do zamieszkania,870 zł,pełna własność,,,,
630000.0,58.6,2,wtórny,blok,7,8.0,,plastikowe,2002.0,,500 zł,pełna własność,,,,
595000.0,57.7,2,wtórny,,5,7.0,cegła,plastikowe,1999.0,do zamieszkania,500 zł,pełna własność,,,,
695000.0,82.3,4,wtórny,blok,4,7.0,,plastikowe,2007.0,do zamieszkania,500 zł,pełna własność,,,,
1140000.0,84.24,4,wtórny,blok,6,8.0,,drewniane,1993.0,do zamieszkania,850 zł,pełna własność,,,,
650000.0,52.72,2,wtórny,,2,5.0,cegła,plastikowe,1953.0,,500 zł,pełna własność,52.241808,20.99243,,17.0
763000.0,55.16,2,wtórny,,3,3.0,cegła,plastikowe,1956.0,,567 zł,pełna własność,52.250775,21.0049,,26.0
490000.0,57.0,3,wtórny,blok,4,5.0,,plastikowe,2012.0,do zamieszkania,450 zł,pełna własność,,,miejskie,
435000.0,39.1,2,wtórny,blok,3,10.0,wielka płyta,plastikowe,1970.0,do zamieszkania,485 zł,pełna własność,52.190847600000005,20.9927622,miejskie,39.0
1550000.0,81.28,3,wtórny,,3,6.0,,,2007.0,,,,52.240029,21.02435691,,24.0
295000.0,31.0,1,wtórny,,2,3.0,cegła,,1938.0,,,pełna własność,52.19274547,20.954747199999996,,39.0
260000.0,47.0,2,pierwotny,dom wolnostojący,1,1.0,cegła,,2021.0,,,pełna własność,,,,
260000.0,50.0,2,pierwotny,dom wolnostojący,,1.0,cegła,,2021.0,,,pełna własność,,,kotłownia,
392000.0,39.47,2,wtórny,apartamentowiec,5,5.0,,plastikowe,2019.0,do zamieszkania,433 zł,pełna własność,52.31763835049367,21.000464611070743,miejskie,44.0
440000.0,31.0,2,wtórny,apartamentowiec,2,,,,2019.0,do wykończenia,300 zł,pełna własność,52.22731271769368,20.9566053788208,miejskie,20.0
340000.0,32.0,2,pierwotny,,,,,,,,,,52.2296756,21.012228699999998,,8.0
929000.0,85.9,4,wtórny,blok,6,7.0,cegła,drewniane,2009.0,do zamieszkania,670 zł,pełna własność,52.222077050987046,20.93435560791016,miejskie,34.0
565000.0,66.7,3,wtórny,blok,1,3.0,cegła,plastikowe,1952.0,do remontu,580 zł,pełna własność,52.262931225360546,21.028864268786627,miejskie,32.0
575000.0,67.0,3,wtórny,blok,parter,2.0,cegła,plastikowe,2009.0,do zamieszkania,700 zł,pełna własność,52.32267260863815,21.05486881954345,gazowe,51.0
680000.0,53.4,2,wtórny,apartamentowiec,5,,,drewniane,2010.0,do zamieszkania,600 zł,pełna własność,52.2590205718046,20.973903751806642,miejskie,34.0
430000.0,38.1,2,wtórny,blok,3,4.0,beton,plastikowe,1970.0,do zamieszkania,350 zł,pełna własność,52.20296492399282,20.975779614788824,miejskie,32.0
650000.0,75.0,4,wtórny,blok,2,9.0,inne,plastikowe,,,,spółdzielcze wł. z KW,,,miejskie,
1069000.0,89.13,4,wtórny,apartamentowiec,1,6.0,cegła,plastikowe,2018.0,do wykończenia,,pełna własność,,,miejskie,
800000.0,56.0,3,wtórny,apartamentowiec,1,4.0,inne,plastikowe,2019.0,do zamieszkania,500 zł,pełna własność,,,miejskie,
595000.0,57.94,2,wtórny,blok,3,4.0,beton komórkowy,drewniane,2014.0,do zamieszkania,499 zł,spółdzielcze własnościowe,,,miejskie,
690000.0,37.17,2,wtórny,apartamentowiec,3,5.0,,plastikowe,2013.0,do zamieszkania,450 zł,pełna własność,52.25339232248399,20.990370306359857,miejskie,30.0
603779.0,46.09,2,pierwotny,apartamentowiec,> 10,27.0,,,2021.0,,,pełna własność,,,miejskie,
890000.0,98.35,4,wtórny,apartamentowiec,3,3.0,,plastikowe,2014.0,do zamieszkania,740 zł,pełna własność,,,,
645000.0,82.0,3,wtórny,blok,1,3.0,cegła,plastikowe,2008.0,do zamieszkania,680 zł,pełna własność,52.321653806943466,21.05603483133234,kotłownia,52.0
330000.0,34.23,2,pierwotny,apartamentowiec,4,6.0,,plastikowe,2019.0,do wykończenia,306 zł,pełna własność,52.1988202245893,20.886050206383647,miejskie,37.0
295000.0,30.88,1,pierwotny,apartamentowiec,6,6.0,,plastikowe,2019.0,do wykończenia,270 zł,pełna własność,52.19796253074486,20.886748182324414,miejskie,33.0
265000.0,38.0,1,wtórny,blok,4,9.0,,plastikowe,,do zamieszkania,,,,,miejskie,
650000.0,62.0,3,wtórny,apartamentowiec,3,4.0,cegła,plastikowe,2007.0,do zamieszkania,560 zł,pełna własność,52.23966328971189,20.9116835427002,miejskie,35.0
429900.0,37.3,2,wtórny,blok,3,10.0,inne,plastikowe,1976.0,do zamieszkania,400 zł,spółdzielcze własnościowe,,,miejskie,
629900.0,60.0,3,wtórny,blok,10,17.0,,plastikowe,2019.0,do zamieszkania,,pełna własność,,,miejskie,
999000.0,94.0,4,wtórny,kamienica,2,4.0,cegła,drewniane,1936.0,do remontu,420 zł,pełna własność,52.205236600105216,21.02891627036133,inne,28.0
340000.0,27.78,1,wtórny,blok,5,10.0,,plastikowe,1966.0,do zamieszkania,,pełna własność,52.2321592,21.060907399999998,miejskie,20.0
1079000.0,90.0,5,wtórny,kamienica,4,5.0,cegła,plastikowe,1956.0,do zamieszkania,800 zł,pełna własność,52.223593780059026,21.01492854393311,miejskie,18.0
474000.0,45.0,2,wtórny,kamienica,1,2.0,cegła,plastikowe,,do zamieszkania,,pełna własność,52.215186200000005,21.1712699,,51.0
449500.0,45.0,2,wtórny,blok,1,7.0,cegła,plastikowe,2001.0,do zamieszkania,390 zł,spółdzielcze własnościowe,52.243815000000005,20.912353500000002,miejskie,35.0
410000.0,53.8,2,wtórny,,1,8.0,cegła,plastikowe,2006.0,do wykończenia,500 zł,pełna własność,,,,
799000.0,68.0,3,wtórny,apartamentowiec,3,5.0,,,2015.0,do zamieszkania,,pełna własność,52.26028573,20.96165013,miejskie,39.0
460750.0,48.5,3,wtórny,blok,1,4.0,wielka płyta,plastikowe,,do remontu,456 zł,spółdzielcze własnościowe,52.19330232098304,20.96142416412353,miejskie,28.0
590000.0,64.8,4,wtórny,blok,4,4.0,,plastikowe,2012.0,do zamieszkania,650 zł,pełna własność,52.31344806582018,21.056909249806605,gazowe,60.0
500000.0,57.0,2,wtórny,apartamentowiec,2,4.0,cegła,plastikowe,2010.0,do zamieszkania,450 zł,pełna własność,52.2457529712523,21.114775127286386,miejskie,41.0
790000.0,57.0,3,wtórny,kamienica,1,4.0,cegła,plastikowe,1953.0,do zamieszkania,560 zł,pełna własność,52.24246576758992,20.991647714233395,miejskie,20.0
530000.0,38.0,2,wtórny,blok,4,6.0,cegła,plastikowe,2015.0,do zamieszkania,400 zł,pełna własność,52.16324792838566,20.994355359498122,miejskie,44.0
300000.0,21.3,1,pierwotny,apartamentowiec,9,,,plastikowe,2019.0,do wykończenia,290 zł,pełna własność,52.227943599999996,20.9586224,miejskie,15.0
481851.0,43.41,2,wtórny,blok,parter,12.0,cegła,,2011.0,do zamieszkania,400 zł,pełna własność,52.244768799999996,20.9621816,miejskie,30.0
690000.0,67.33,3,wtórny,blok,2,4.0,cegła,plastikowe,2006.0,do zamieszkania,670 zł,pełna własność,52.3040703,20.9304152,miejskie,49.0
952000.0,80.0,3,wtórny,apartamentowiec,4,6.0,inne,plastikowe,2012.0,do zamieszkania,900 zł,pełna własność,52.227750239815094,21.077708529052728,miejskie,28.0
695000.0,54.0,3,wtórny,blok,1,5.0,,,2014.0,do zamieszkania,500 zł,pełna własność,52.22898559999999,20.910683895214852,,42.0
309000.0,34.0,1,wtórny,blok,2,3.0,cegła,plastikowe,2002.0,do zamieszkania,350 zł,pełna własność,,,,
422000.0,38.4,2,wtórny,blok,1,10.0,inne,plastikowe,1993.0,do zamieszkania,400 zł,spółdzielcze wł. z KW,,,miejskie,
298000.0,29.5,1,wtórny,apartamentowiec,1,,cegła,plastikowe,2004.0,do zamieszkania,,pełna własność,52.1867818,21.0817829,elektryczne,42.0
638000.0,54.2,3,wtórny,,5,7.0,cegła,plastikowe,2014.0,do zamieszkania,,pełna własność,,,,
330000.0,34.0,2,wtórny,blok,2,2.0,,plastikowe,,do zamieszkania,,,52.191154499999996,20.8923362,miejskie,38.0
595000.0,47.75,2,wtórny,apartamentowiec,1,6.0,,,2017.0,do zamieszkania,399 zł,pełna własność,52.1635812,20.9922671,miejskie,40.0
1500000.0,100.0,4,wtórny,apartamentowiec,6,13.0,inne,plastikowe,2008.0,do zamieszkania,900 zł,pełna własność,52.16227704559986,21.028620873913574,miejskie,27.0
364900.0,30.41,1,pierwotny,apartamentowiec,2,4.0,silikat,drewniane,2020.0,,,pełna własność,52.199112735239474,20.92790407409668,,30.0
419000.0,38.0,2,wtórny,blok,6,11.0,wielka płyta,plastikowe,1980.0,do remontu,296 zł,pełna własność,52.29269499301424,20.941836206359863,miejskie,44.0
738000.0,62.0,2,wtórny,apartamentowiec,3,4.0,cegła,drewniane,2009.0,do zamieszkania,470 zł,pełna własność,52.1634679,21.075008,miejskie,45.0
1140000.0,46.0,2,wtórny,apartamentowiec,4,17.0,,aluminiowe,2009.0,do zamieszkania,430 zł,pełna własność,52.2373794,21.001476699999998,miejskie,14.0
3050000.0,110.0,3,wtórny,kamienica,7,8.0,cegła,drewniane,1913.0,do zamieszkania,,,52.2217261,21.010370499999997,,20.783333333333335
1250000.0,84.0,3,wtórny,,parter,5.0,cegła,drewniane,2013.0,do zamieszkania,650 zł,pełna własność,52.188546,20.993784100000003,miejskie,35.0
1520000.0,135.0,5,pierwotny,apartamentowiec,3,4.0,silikat,drewniane,2020.0,,,pełna własność,52.19922102013614,20.92773561889648,,38.0
2800000.0,156.0,5,wtórny,,1,4.0,,drewniane,2017.0,do zamieszkania,1 200 zł,pełna własność,52.15202,21.10499,miejskie,61.0
565000.0,51.9,3,pierwotny,apartamentowiec,1,4.0,silikat,drewniane,2020.0,,,pełna własność,52.199270556813076,20.92790407409668,,38.0
339000.0,24.7,1,wtórny,blok,5,10.0,,,1975.0,,,spółdzielcze wł. z KW,,,miejskie,
320000.0,40.0,2,wtórny,blok,1,2.0,,,2013.0,do zamieszkania,,,,,,
550000.0,53.0,2,wtórny,,parter,1.0,,drewniane,2007.0,do zamieszkania,,,52.144141499999996,21.025042499999998,miejskie,40.0
435000.0,56.5,3,wtórny,blok,1,5.0,wielka płyta,plastikowe,,do zamieszkania,483 zł,spółdzielcze własnościowe,52.233366499999995,21.0798117,miejskie,34.0
999000.0,55.3,2,wtórny,,4,,,,,,,,,,,
629000.0,35.0,1,wtórny,apartamentowiec,parter,4.0,cegła,drewniane,2007.0,do zamieszkania,350 zł,pełna własność,,,miejskie,
459000.0,56.0,2,pierwotny,apartamentowiec,4,6.0,żelbet,plastikowe,2018.0,do wykończenia,268 zł,pełna własność,52.19924264297657,20.889848750198407,kotłownia,37.0
270000.0,18.0,1,wtórny,blok,3,4.0,,plastikowe,1960.0,do zamieszkania,200 zł,spółdzielcze wł. z KW,52.2723097,20.9627289,miejskie,34.0
460000.0,54.0,2,wtórny,blok,1,2.0,cegła,plastikowe,2002.0,do zamieszkania,580 zł,pełna własność,52.3091813,21.058332800000002,gazowe,49.0
885000.0,111.3,4,pierwotny,blok,5,5.0,pustak,drewniane,2018.0,do wykończenia,800 zł,pełna własność,,,miejskie,
750000.0,71.25,3,wtórny,apartamentowiec,4,7.0,żelbet,plastikowe,2019.0,do wykończenia,620 zł,pełna własność,52.18862587792717,20.9922591003418,miejskie,34.0
570000.0,53.1,3,wtórny,blok,4,4.0,wielka płyta,plastikowe,1962.0,do zamieszkania,550 zł,spółdzielcze wł. z KW,,,,
599000.0,50.2,2,wtórny,kamienica,3,4.0,cegła,plastikowe,1920.0,do zamieszkania,500 zł,pełna własność,,,miejskie,
895000.0,69.0,3,wtórny,blok,parter,4.0,cegła,plastikowe,1990.0,do zamieszkania,,spółdzielcze własnościowe,52.238582799999996,21.0574977,miejskie,19.0
835000.0,49.0,2,wtórny,kamienica,3,4.0,cegła,plastikowe,1938.0,do zamieszkania,400 zł,pełna własność,52.23272135435499,21.01638842222901,miejskie,13.0
430000.0,34.02,1,pierwotny,apartamentowiec,2,5.0,cegła,drewniane,2009.0,do zamieszkania,480 zł,pełna własność,52.2591528,20.9362529,miejskie,39.0
590000.0,53.0,3,wtórny,blok,parter,2.0,wielka płyta,plastikowe,1983.0,do zamieszkania,700 zł,spółdzielcze wł. z KW,,,miejskie,
899000.0,47.52,3,wtórny,kamienica,1,3.0,cegła,plastikowe,1950.0,do wykończenia,600 zł,pełna własność,,,,
420000.0,39.0,2,wtórny,blok,parter,10.0,wielka płyta,plastikowe,1983.0,do zamieszkania,400 zł,spółdzielcze własnościowe,,,,
910000.0,75.0,3,wtórny,apartamentowiec,5,6.0,cegła,plastikowe,2007.0,do zamieszkania,,pełna własność,,,miejskie,
799000.0,72.0,3,wtórny,,1,8.0,cegła,,1959.0,do remontu,880 zł,spółdzielcze wł. z KW,52.236349,21.021248899999996,miejskie,18.0
957435.0,120.0,5,wtórny,dom wolnostojący,1,2.0,inne,plastikowe,2019.0,,,,52.28,21.07,,38.0
